fpb_ftr_id,fpb_long,fpb_lat,fpb_site_id,fpb_rev_dt,fpb_o_ftr_id,fpb_o_nm,fpb_o_site_id
1,-123.75127237,42.85632375,1,20190927,BLMMed23750028564,USBLM-OR-Medford,BLMMed23750028564
2,-123.7786661,42.8671364,2,20190927,BLMMed23777428673,USBLM-OR-Medford,BLMMed23777428673
3,-123.70081846,42.85327429,3,20190927,BLMMed23699628534,USBLM-OR-Medford,BLMMed23699628534
4,-123.69900177,42.87464292,4,20190927,BLMMed23697828748,USBLM-OR-Medford,BLMMed23697828748
5,-123.6980256,42.8725086,5,20190927,BLMMed23696828726,USBLM-OR-Medford,BLMMed23696828726
6,-123.7041921,42.87272485,6,20190927,BLMMed23703628730,USBLM-OR-Medford,BLMMed23703628730
7,-123.73027159,42.86041268,7,20190927,BLMMed23729028605,USBLM-OR-Medford,BLMMed23729028605
8,-123.73383085,42.85861084,8,20190927,BLMMed23732628587,USBLM-OR-Medford,BLMMed23732628587
9,-123.73601651,42.85869095,9,20190927,BLMMed23734828588,USBLM-OR-Medford,BLMMed23734828588
10,-123.73603937,42.85967844,10,20190927,BLMMed23734828598,USBLM-OR-Medford,BLMMed23734828598
11,-123.73052704,42.85905726,11,20190927,BLMMed23729328592,USBLM-OR-Medford,BLMMed23729328592
12,-123.660166,42.81933207,12,20190927,BLMMed23658928194,USBLM-OR-Medford,BLMMed23658928194
14,-123.65387404,42.84020012,14,20190927,BLMMed23652628403,USBLM-OR-Medford,BLMMed23652628403
15,-123.73762803,42.85821113,15,20190927,BLMMed23736428583,USBLM-OR-Medford,BLMMed23736428583
16,-123.73880689,42.85762142,16,20190927,BLMMed23737628577,USBLM-OR-Medford,BLMMed23737628577
17,-123.73791229,42.85627665,17,20190927,BLMMed23736728564,USBLM-OR-Medford,BLMMed23736728564
18,-123.73694591,42.85715726,18,20190927,BLMMed23735728573,USBLM-OR-Medford,BLMMed23735728573
19,-123.7356141,42.85777984,19,20190927,BLMMed23734428579,USBLM-OR-Medford,BLMMed23734428579
20,-123.73433845,42.85790026,20,20190927,BLMMed23733128580,USBLM-OR-Medford,BLMMed23733128580
22,-123.72432938,42.86315425,22,20190927,BLMMed23723128633,USBLM-OR-Medford,BLMMed23723128633
23,-123.72423493,42.86525311,23,20190927,BLMMed23723028654,USBLM-OR-Medford,BLMMed23723028654
24,-123.72554595,42.8549246,24,20190927,BLMMed23724328550,USBLM-OR-Medford,BLMMed23724328550
25,-123.72600462,42.85396311,25,20190927,BLMMed23725428538,USBLM-OR-Medford,BLMMed23725428538
26,-123.7280995,42.86257158,26,20190927,BLMMed23726928627,USBLM-OR-Medford,BLMMed23726928627
27,-123.72844214,42.86351836,27,20190927,BLMMed23727228636,USBLM-OR-Medford,BLMMed23727228636
28,-123.72855322,42.86497822,28,20190927,BLMMed23727328651,USBLM-OR-Medford,BLMMed23727328651
29,-123.72857552,42.86512091,29,20190927,BLMMed23727328652,USBLM-OR-Medford,BLMMed23727328652
30,-123.72855969,42.86676183,30,20190927,BLMMed23727328669,USBLM-OR-Medford,BLMMed23727328669
31,-123.72903335,42.86019828,31,20190927,BLMMed23727828603,USBLM-OR-Medford,BLMMed23727828603
32,-123.73019496,42.86763333,32,20190927,BLMMed23729028677,USBLM-OR-Medford,BLMMed23729028677
33,-123.70871466,42.84321455,33,20190927,BLMMed23707528433,USBLM-OR-Medford,BLMMed23707528433
34,-123.70831067,42.84390156,34,20190927,BLMMed23707128440,USBLM-OR-Medford,BLMMed23707128440
35,-123.70668035,42.84722664,35,20190927,BLMMed23705428473,USBLM-OR-Medford,BLMMed23705428473
36,-123.70602641,42.84768899,36,20190927,BLMMed23704828478,USBLM-OR-Medford,BLMMed23704828478
37,-123.70588074,42.84489108,37,20190927,BLMMed23704628450,USBLM-OR-Medford,BLMMed23704628450
38,-123.70356702,42.84213942,38,20190927,BLMMed23702328423,USBLM-OR-Medford,BLMMed23702328423
39,-123.70604839,42.84084956,39,20190927,BLMMed23704828410,USBLM-OR-Medford,BLMMed23704828410
40,-123.7085655,42.84463427,40,20190927,BLMMed23707328447,USBLM-OR-Medford,BLMMed23707328447
41,-123.70765052,42.84607931,41,20190927,BLMMed23706428462,USBLM-OR-Medford,BLMMed23706428462
43,-123.71400826,42.8514253,43,20190927,BLMMed23712828515,USBLM-OR-Medford,BLMMed23712828515
44,-123.71493958,42.85150917,44,20190927,BLMMed23713728516,USBLM-OR-Medford,BLMMed23713728516
45,-123.71469493,42.85037479,45,20190927,BLMMed23713528505,USBLM-OR-Medford,BLMMed23713528505
46,-123.71598708,42.84892394,46,20190927,BLMMed23714728490,USBLM-OR-Medford,BLMMed23714728490
47,-123.71727826,42.84934788,47,20190927,BLMMed23715628493,USBLM-OR-Medford,BLMMed23715628493
48,-123.71785156,42.84914422,48,20190927,BLMMed23716628493,USBLM-OR-Medford,BLMMed23716628493
49,-123.71866518,42.84828017,49,20190927,BLMMed23717428484,USBLM-OR-Medford,BLMMed23717428484
50,-123.71751176,42.84703781,50,20190927,BLMMed23716328472,USBLM-OR-Medford,BLMMed23716328472
51,-123.71962155,42.84660143,51,20190927,BLMMed23718428467,USBLM-OR-Medford,BLMMed23718428467
52,-123.7214448,42.84605248,52,20190927,BLMMed23720228460,USBLM-OR-Medford,BLMMed23720228460
53,-123.73209513,42.85385499,53,20190927,BLMMed23730928540,USBLM-OR-Medford,BLMMed23730928540
54,-123.7326508,42.8539155,54,20190927,BLMMed23731428540,USBLM-OR-Medford,BLMMed23731428540
55,-123.7166212,42.85207689,55,20190927,BLMMed23715428522,USBLM-OR-Medford,BLMMed23715428522
56,-123.7155373,42.84931972,56,20190927,BLMMed23714328494,USBLM-OR-Medford,BLMMed23714328494
57,-123.70582217,42.85172366,57,20190927,BLMMed23704628518,USBLM-OR-Medford,BLMMed23704628518
58,-123.70534823,42.85203899,58,20190927,BLMMed23704128522,USBLM-OR-Medford,BLMMed23704128522
59,-123.7045644,42.85272185,59,20190927,BLMMed23703328528,USBLM-OR-Medford,BLMMed23703328528
60,-123.70366555,42.85276529,60,20190927,BLMMed23702428529,USBLM-OR-Medford,BLMMed23702428529
61,-123.70089244,42.85350947,61,20190927,BLMMed23699728536,USBLM-OR-Medford,BLMMed23699728536
62,-123.69844239,42.85426975,62,20190927,BLMMed23697228544,USBLM-OR-Medford,BLMMed23697228544
63,-123.69192533,42.85936729,63,20190927,BLMMed23690728595,USBLM-OR-Medford,BLMMed23690728595
64,-123.69183632,42.86084679,64,20190927,BLMMed23690628610,USBLM-OR-Medford,BLMMed23690628610
65,-123.6905378,42.8622249,65,20190927,BLMMed23689328623,USBLM-OR-Medford,BLMMed23689328623
66,-123.69641327,42.85567328,66,20190927,BLMMed23695228558,USBLM-OR-Medford,BLMMed23695228558
67,-123.70221666,42.8532455,67,20190927,BLMMed23701028534,USBLM-OR-Medford,BLMMed23701028534
68,-123.71133267,42.85201608,68,20190927,BLMMed23710128521,USBLM-OR-Medford,BLMMed23710128521
69,-123.5100047,42.78696435,69,20190927,BLMMed23508827871,USBLM-OR-Medford,BLMMed23508827871
70,-123.61175279,42.80476661,70,20190927,BLMMed23610528049,USBLM-OR-Medford,BLMMed23610528049
71,-123.61924268,42.80168101,71,20190927,BLMMed23618028018,USBLM-OR-Medford,BLMMed23618028018
72,-123.60589773,42.76491975,72,20190927,BLMMed23604727650,USBLM-OR-Medford,BLMMed23604727650
73,-123.60771785,42.75067944,73,20190927,BLMMed23606527508,USBLM-OR-Medford,BLMMed23606527508
74,-123.52554269,42.75548509,74,20190927,BLMMed23524327556,USBLM-OR-Medford,BLMMed23524327556
75,-123.53965735,42.76756586,75,20190927,BLMMed23538427677,USBLM-OR-Medford,BLMMed23538427677
76,-123.57370788,42.77283213,76,20190927,BLMMed23572527729,USBLM-OR-Medford,BLMMed23572527729
77,-123.2985378,42.80347775,77,20190927,BLMMed23297328036,USBLM-OR-Medford,BLMMed23297328036
78,-123.31077066,42.79318217,78,20190927,BLMMed23309527933,USBLM-OR-Medford,BLMMed23309527933
79,-123.31304145,42.78404486,79,20190927,BLMMed23311827842,USBLM-OR-Medford,BLMMed23311827842
80,-123.16510437,42.83191514,80,20190927,BLMMed23163928320,USBLM-OR-Medford,BLMMed23163928320
81,-123.16381068,42.83198636,81,20190927,BLMMed23162628321,USBLM-OR-Medford,BLMMed23162628321
82,-123.16006374,42.83154622,82,20190927,BLMMed23158828317,USBLM-OR-Medford,BLMMed23158828317
83,-123.15736556,42.83173456,83,20190927,BLMMed23156128318,USBLM-OR-Medford,BLMMed23156128318
84,-123.15538454,42.82941839,84,20190927,BLMMed23154228295,USBLM-OR-Medford,BLMMed23154228295
85,-123.1558598,42.8280559,85,20190927,BLMMed23154628282,USBLM-OR-Medford,BLMMed23154628282
86,-123.15674063,42.82725526,86,20190927,BLMMed23155528274,USBLM-OR-Medford,BLMMed23155528274
87,-123.15779864,42.82669548,87,20190927,BLMMed23156628268,USBLM-OR-Medford,BLMMed23156628268
88,-123.15780313,42.82574992,88,20190927,BLMMed23156628259,USBLM-OR-Medford,BLMMed23156628259
89,-123.15745539,42.82518301,89,20190927,BLMMed23156228253,USBLM-OR-Medford,BLMMed23156228253
90,-123.15743594,42.82517605,90,20190927,BLMMed23156228254,USBLM-OR-Medford,BLMMed23156228254
91,-123.16132455,42.82745158,91,20190927,BLMMed23160128276,USBLM-OR-Medford,BLMMed23160128276
92,-123.1559695,42.82516011,92,20190927,BLMMed23154728253,USBLM-OR-Medford,BLMMed23154728253
93,-123.1544746,42.82449158,93,20190927,BLMMed23153328246,USBLM-OR-Medford,BLMMed23153328246
94,-123.15392875,42.82416255,94,20190927,BLMMed23152728243,USBLM-OR-Medford,BLMMed23152728243
95,-123.16210883,42.828258,95,20190927,BLMMed23160928284,USBLM-OR-Medford,BLMMed23160928284
96,-123.16468679,42.82987643,96,20190927,BLMMed23163528300,USBLM-OR-Medford,BLMMed23163528300
97,-123.16778323,42.83165914,97,20190927,BLMMed23166628318,USBLM-OR-Medford,BLMMed23166628318
98,-123.15823498,42.81958465,98,20190927,BLMMed23157028197,USBLM-OR-Medford,BLMMed23157028197
99,-123.15867869,42.81891419,99,20190927,BLMMed23157528190,USBLM-OR-Medford,BLMMed23157528190
100,-123.16004198,42.81893067,100,20190927,BLMMed23158828190,USBLM-OR-Medford,BLMMed23158828190
101,-123.16226736,42.81907148,101,20190927,BLMMed23161028192,USBLM-OR-Medford,BLMMed23161028192
102,-123.16018747,42.78829025,102,20190927,BLMMed23159027884,USBLM-OR-Medford,BLMMed23159027884
103,-123.1625545,42.79189036,103,20190927,BLMMed23161327920,USBLM-OR-Medford,BLMMed23161327920
104,-123.17415346,42.81108836,104,20190927,BLMMed23172928112,USBLM-OR-Medford,BLMMed23172928112
105,-123.17286585,42.81091179,105,20190927,BLMMed23171628110,USBLM-OR-Medford,BLMMed23171628110
106,-123.17147478,42.81041627,106,20190927,BLMMed23170328105,USBLM-OR-Medford,BLMMed23170328105
107,-123.16926005,42.81179486,107,20190927,BLMMed23168028119,USBLM-OR-Medford,BLMMed23168028119
108,-123.16772269,42.81376746,108,20190927,BLMMed23166528139,USBLM-OR-Medford,BLMMed23166528139
109,-123.16727216,42.81435658,109,20190927,BLMMed23166028145,USBLM-OR-Medford,BLMMed23166028145
110,-123.16721213,42.81445486,110,20190927,BLMMed23165928145,USBLM-OR-Medford,BLMMed23165928145
111,-123.16660914,42.8139132,111,20190927,BLMMed23165428140,USBLM-OR-Medford,BLMMed23165428140
112,-123.1651052,42.81448843,112,20190927,BLMMed23163928146,USBLM-OR-Medford,BLMMed23163928146
113,-123.16177595,42.8139613,113,20190927,BLMMed23160628141,USBLM-OR-Medford,BLMMed23160628141
114,-123.16067238,42.81437119,114,20190927,BLMMed23159528145,USBLM-OR-Medford,BLMMed23159528145
115,-123.16242338,42.81555873,115,20190927,BLMMed23161228157,USBLM-OR-Medford,BLMMed23161228157
116,-123.16367287,42.8162167,116,20190927,BLMMed23162528163,USBLM-OR-Medford,BLMMed23162528163
117,-123.16425053,42.81729815,117,20190927,BLMMed23163028174,USBLM-OR-Medford,BLMMed23163028174
118,-123.16632233,42.81785176,118,20190927,BLMMed23165128180,USBLM-OR-Medford,BLMMed23165128180
119,-123.16814612,42.81891899,119,20190927,BLMMed23166928190,USBLM-OR-Medford,BLMMed23166928190
120,-123.16863938,42.82021087,120,20190927,BLMMed23167428203,USBLM-OR-Medford,BLMMed23167428203
121,-123.16716493,42.82128796,121,20190927,BLMMed23165928214,USBLM-OR-Medford,BLMMed23165928214
122,-123.16538395,42.82174774,122,20190927,BLMMed23164228219,USBLM-OR-Medford,BLMMed23164228219
123,-123.16363651,42.82194271,123,20190927,BLMMed23162428220,USBLM-OR-Medford,BLMMed23162428220
124,-123.16180354,42.82218316,124,20190927,BLMMed23160628223,USBLM-OR-Medford,BLMMed23160628223
125,-123.16111728,42.8225909,125,20190927,BLMMed23159928227,USBLM-OR-Medford,BLMMed23159928227
126,-123.16042475,42.823671,126,20190927,BLMMed23159228238,USBLM-OR-Medford,BLMMed23159228238
127,-123.16022012,42.82446046,127,20190927,BLMMed23159028246,USBLM-OR-Medford,BLMMed23159028246
128,-123.15812717,42.82291349,128,20190927,BLMMed23156928230,USBLM-OR-Medford,BLMMed23156928230
129,-123.15839503,42.82128274,129,20190927,BLMMed23157228214,USBLM-OR-Medford,BLMMed23157228214
130,-123.15791711,42.81999001,130,20190927,BLMMed23156728201,USBLM-OR-Medford,BLMMed23156728201
131,-123.15796126,42.81954146,131,20190927,BLMMed23156728196,USBLM-OR-Medford,BLMMed23156728196
132,-123.15323698,42.81411208,132,20190927,BLMMed23152028142,USBLM-OR-Medford,BLMMed23152028142
133,-123.1519812,42.81190916,133,20190927,BLMMed23150828120,USBLM-OR-Medford,BLMMed23150828120
134,-123.15142623,42.81036408,134,20190927,BLMMed23150228105,USBLM-OR-Medford,BLMMed23150228105
135,-123.1506097,42.80847361,135,20190927,BLMMed23149428086,USBLM-OR-Medford,BLMMed23149428086
136,-123.14876624,42.79914421,136,20190927,BLMMed23147527993,USBLM-OR-Medford,BLMMed23147527993
137,-123.15293295,42.78938959,137,20190927,BLMMed23151727895,USBLM-OR-Medford,BLMMed23151727895
138,-123.19172341,42.77746048,138,20190927,BLMMed23190527776,USBLM-OR-Medford,BLMMed23190527776
139,-123.15738765,42.78052152,139,20190927,BLMMed23156227806,USBLM-OR-Medford,BLMMed23156227806
140,-123.1560729,42.77976676,140,20190927,BLMMed23154927799,USBLM-OR-Medford,BLMMed23154927799
141,-123.15188629,42.780002,141,20190927,BLMMed23150727801,USBLM-OR-Medford,BLMMed23150727801
142,-123.14963381,42.77897649,142,20190927,BLMMed23148427791,USBLM-OR-Medford,BLMMed23148427791
143,-123.14822123,42.77800932,143,20190927,BLMMed23147027781,USBLM-OR-Medford,BLMMed23147027781
144,-123.14749879,42.77750703,144,20190927,BLMMed23146327776,USBLM-OR-Medford,BLMMed23146327776
145,-123.14739829,42.77733139,145,20190927,BLMMed23146227774,USBLM-OR-Medford,BLMMed23146227774
146,-123.14731166,42.77676983,146,20190927,BLMMed23146127769,USBLM-OR-Medford,BLMMed23146127769
147,-123.15123532,42.7797757,147,20190927,BLMMed23150027799,USBLM-OR-Medford,BLMMed23150027799
148,-123.14698194,42.77525961,148,20190927,BLMMed23145827754,USBLM-OR-Medford,BLMMed23145827754
149,-123.14609051,42.77474908,149,20190927,BLMMed23144927749,USBLM-OR-Medford,BLMMed23144927749
150,-123.14503056,42.77435092,150,20190927,BLMMed23143827745,USBLM-OR-Medford,BLMMed23143827745
151,-123.14356444,42.77433845,151,20190927,BLMMed23142327744,USBLM-OR-Medford,BLMMed23142327744
152,-123.14284778,42.77458089,152,20190927,BLMMed23141627747,USBLM-OR-Medford,BLMMed23141627747
153,-123.14416173,42.77532074,153,20190927,BLMMed23142927754,USBLM-OR-Medford,BLMMed23142927754
154,-123.1447102,42.77592128,154,20190927,BLMMed23143527760,USBLM-OR-Medford,BLMMed23143527760
155,-123.14383027,42.77643058,155,20190927,BLMMed23142627765,USBLM-OR-Medford,BLMMed23142627765
156,-123.14077418,42.77645474,156,20190927,BLMMed23139627766,USBLM-OR-Medford,BLMMed23139627766
157,-123.13944241,42.77646785,157,20190927,BLMMed23138227766,USBLM-OR-Medford,BLMMed23138227766
158,-123.13993343,42.77773296,158,20190927,BLMMed23138727778,USBLM-OR-Medford,BLMMed23138727778
159,-123.13967151,42.77867934,159,20190927,BLMMed23138527788,USBLM-OR-Medford,BLMMed23138527788
160,-123.14250196,42.77676195,160,20190927,BLMMed23141327769,USBLM-OR-Medford,BLMMed23141327769
161,-123.1397691,42.78020874,161,20190927,BLMMed23138527803,USBLM-OR-Medford,BLMMed23138527803
162,-123.13985618,42.78104441,162,20190927,BLMMed23138627812,USBLM-OR-Medford,BLMMed23138627812
163,-123.14134273,42.78267248,163,20190927,BLMMed23140127828,USBLM-OR-Medford,BLMMed23140127828
164,-123.14430778,42.78315615,164,20190927,BLMMed23143127833,USBLM-OR-Medford,BLMMed23143127833
165,-123.14598362,42.78435291,165,20190927,BLMMed23144827845,USBLM-OR-Medford,BLMMed23144827845
166,-123.15434211,42.77693883,166,20190927,BLMMed23153127770,USBLM-OR-Medford,BLMMed23153127770
167,-123.15284168,42.77548785,167,20190927,BLMMed23151627756,USBLM-OR-Medford,BLMMed23151627756
168,-123.15586256,42.77206441,168,20190927,BLMMed23154627722,USBLM-OR-Medford,BLMMed23154627722
169,-123.16563506,42.77943835,169,20190927,BLMMed23164427795,USBLM-OR-Medford,BLMMed23164427795
170,-123.16488257,42.77980326,170,20190927,BLMMed23163727799,USBLM-OR-Medford,BLMMed23163727799
171,-123.16549341,42.78053319,171,20190927,BLMMed23164327806,USBLM-OR-Medford,BLMMed23164327806
172,-123.16596273,42.78089542,172,20190927,BLMMed23164727810,USBLM-OR-Medford,BLMMed23164727810
173,-123.16656244,42.78124667,173,20190927,BLMMed23165327814,USBLM-OR-Medford,BLMMed23165327814
174,-123.16652137,42.78224822,174,20190927,BLMMed23165327824,USBLM-OR-Medford,BLMMed23165327824
175,-123.16655159,42.78337109,175,20190927,BLMMed23165327835,USBLM-OR-Medford,BLMMed23165327835
176,-123.16627717,42.78423271,176,20190927,BLMMed23165127843,USBLM-OR-Medford,BLMMed23165127843
177,-123.16576089,42.78486197,177,20190927,BLMMed23164527850,USBLM-OR-Medford,BLMMed23164527850
178,-123.16547191,42.78548817,178,20190927,BLMMed23164327856,USBLM-OR-Medford,BLMMed23164327856
179,-123.16814699,42.78534979,179,20190927,BLMMed23166927855,USBLM-OR-Medford,BLMMed23166927855
180,-123.16845411,42.7859312,180,20190927,BLMMed23167227860,USBLM-OR-Medford,BLMMed23167227860
181,-123.16890547,42.78682616,181,20190927,BLMMed23167727869,USBLM-OR-Medford,BLMMed23167727869
182,-123.16903898,42.78724776,182,20190927,BLMMed23167827874,USBLM-OR-Medford,BLMMed23167827874
183,-123.16912566,42.78775345,183,20190927,BLMMed23167927879,USBLM-OR-Medford,BLMMed23167927879
184,-123.16823852,42.78889571,184,20190927,BLMMed23167027890,USBLM-OR-Medford,BLMMed23167027890
185,-123.16908187,42.78959015,185,20190927,BLMMed23167927897,USBLM-OR-Medford,BLMMed23167927897
186,-123.16996669,42.78931394,186,20190927,BLMMed23168727894,USBLM-OR-Medford,BLMMed23168727894
187,-123.14181989,42.77431447,187,20190927,BLMMed23140627744,USBLM-OR-Medford,BLMMed23140627744
188,-123.14091927,42.77438354,188,20190927,BLMMed23139727745,USBLM-OR-Medford,BLMMed23139727745
189,-123.14012272,42.77451275,189,20190927,BLMMed23138927746,USBLM-OR-Medford,BLMMed23138927746
190,-123.13869096,42.77466211,190,20190927,BLMMed23137527748,USBLM-OR-Medford,BLMMed23137527748
191,-123.13894967,42.77513685,191,20190927,BLMMed23137727752,USBLM-OR-Medford,BLMMed23137727752
192,-123.13953405,42.77533436,192,20190927,BLMMed23138327754,USBLM-OR-Medford,BLMMed23138327754
193,-123.14058239,42.77564517,193,20190927,BLMMed23139427758,USBLM-OR-Medford,BLMMed23139427758
194,-123.1473012,42.77794328,194,20190927,BLMMed23146127780,USBLM-OR-Medford,BLMMed23146127780
195,-123.1469957,42.77809962,195,20190927,BLMMed23145827782,USBLM-OR-Medford,BLMMed23145827782
196,-123.14491721,42.77876573,196,20190927,BLMMed23143727789,USBLM-OR-Medford,BLMMed23143727789
197,-123.14497864,42.77889413,197,20190927,BLMMed23143827790,USBLM-OR-Medford,BLMMed23143827790
198,-123.14595972,42.77915857,198,20190927,BLMMed23144727793,USBLM-OR-Medford,BLMMed23144727793
199,-123.14724071,42.78018234,199,20190927,BLMMed23146027803,USBLM-OR-Medford,BLMMed23146027803
200,-123.14746398,42.78079704,200,20190927,BLMMed23146227809,USBLM-OR-Medford,BLMMed23146227809
201,-123.14780896,42.78229049,201,20190927,BLMMed23146627824,USBLM-OR-Medford,BLMMed23146627824
202,-123.14903158,42.7826455,202,20190927,BLMMed23147827828,USBLM-OR-Medford,BLMMed23147827828
203,-123.14956522,42.78407887,203,20190927,BLMMed23148327842,USBLM-OR-Medford,BLMMed23148327842
204,-123.15029193,42.78473861,204,20190927,BLMMed23149127848,USBLM-OR-Medford,BLMMed23149127848
205,-123.15224946,42.7847273,205,20190927,BLMMed23151027848,USBLM-OR-Medford,BLMMed23151027848
206,-123.15332598,42.78503754,206,20190927,BLMMed23152127851,USBLM-OR-Medford,BLMMed23152127851
207,-123.22350325,42.75401847,207,20190927,BLMMed23222327541,USBLM-OR-Medford,BLMMed23222327541
208,-123.11487619,42.848761090000004,208,20190927,BLMMed23113728489,USBLM-OR-Medford,BLMMed23113728489
209,-123.09817379,42.80066444,209,20190927,BLMMed23097028008,USBLM-OR-Medford,BLMMed23097028008
210,-123.11851787,42.7985308,210,20190927,BLMMed23117327986,USBLM-OR-Medford,BLMMed23117327986
211,-123.11924479,42.79746024,211,20190927,BLMMed23118027976,USBLM-OR-Medford,BLMMed23118027976
212,-123.11769076,42.79582476,212,20190927,BLMMed23116527959,USBLM-OR-Medford,BLMMed23116527959
213,-123.11677536,42.79562772,213,20190927,BLMMed23115627957,USBLM-OR-Medford,BLMMed23115627957
214,-123.11589475,42.79467302,214,20190927,BLMMed23114727948,USBLM-OR-Medford,BLMMed23114727948
215,-123.11502852,42.79309011,215,20190927,BLMMed23113827932,USBLM-OR-Medford,BLMMed23113827932
216,-123.11622311,42.79084526,216,20190927,BLMMed23115027910,USBLM-OR-Medford,BLMMed23115027910
217,-123.11583383,42.78968569,217,20190927,BLMMed23114627898,USBLM-OR-Medford,BLMMed23114627898
218,-123.09496378,42.77957947,218,20190927,BLMMed23093727797,USBLM-OR-Medford,BLMMed23093727797
219,-123.08753774,42.78400209,219,20190927,BLMMed23086327841,USBLM-OR-Medford,BLMMed23086327841
220,-123.7637027,42.6709805,220,20190927,BLMMed23762526711,USBLM-OR-Medford,BLMMed23762526711
221,-123.54012086,42.6383076,221,20190927,BLMMed23538926385,USBLM-OR-Medford,BLMMed23538926385
222,-123.55848052,42.64473869,222,20190927,BLMMed23557326449,USBLM-OR-Medford,BLMMed23557326449
223,-123.5620928,42.64707129,223,20190927,BLMMed23560926472,USBLM-OR-Medford,BLMMed23560926472
224,-123.56629095,42.64057716,224,20190927,BLMMed23565126407,USBLM-OR-Medford,BLMMed23565126407
225,-123.55038397,42.63942814,225,20190927,BLMMed23549226395,USBLM-OR-Medford,BLMMed23549226395
230,-123.54576232,42.64192358,230,20190927,BLMMed23544526420,USBLM-OR-Medford,BLMMed23544526420
237,-123.54043575,42.63869654,237,20190927,BLMMed23538926386,USBLM-OR-Medford,BLMMed23538926386
239,-123.54030891,42.64052363,239,20190927,BLMMed23539126406,USBLM-OR-Medford,BLMMed23539126406
240,-123.53957911,42.63877988,240,20190927,BLMMed23538326389,USBLM-OR-Medford,BLMMed23538326389
241,-123.53692148,42.64067773,241,20190927,BLMMed23536826404,USBLM-OR-Medford,BLMMed23536826404
244,-123.53497817,42.64438741,244,20190927,BLMMed23533726445,USBLM-OR-Medford,BLMMed23533726445
245,-123.53305419,42.64657897,245,20190927,BLMMed23531826467,USBLM-OR-Medford,BLMMed23531826467
246,-123.52928748,42.64971144,246,20190927,BLMMed23528126498,USBLM-OR-Medford,BLMMed23528126498
247,-123.533584,42.6457243,247,20190927,BLMMed23532426458,USBLM-OR-Medford,BLMMed23532426458
248,-123.53049193,42.64932138,248,20190927,BLMMed23529326494,USBLM-OR-Medford,BLMMed23529326494
249,-123.53674771,42.6408786,249,20190927,BLMMed23535926417,USBLM-OR-Medford,BLMMed23535926417
250,-123.52530861,42.65115983,250,20190927,BLMMed23524126513,USBLM-OR-Medford,BLMMed23524126513
251,-123.52267591,42.65079312,251,20190927,BLMMed23521426509,USBLM-OR-Medford,BLMMed23521426509
252,-123.52152502,42.65025983,252,20190927,BLMMed23520326504,USBLM-OR-Medford,BLMMed23520326504
253,-123.5216867,42.64946015,253,20190927,BLMMed23520526496,USBLM-OR-Medford,BLMMed23520526496
254,-123.52311438,42.64762496,254,20190927,BLMMed23521926477,USBLM-OR-Medford,BLMMed23521926477
255,-123.52466611,42.64676923,255,20190927,BLMMed23523426469,USBLM-OR-Medford,BLMMed23523426469
256,-123.52560283,42.64601463,256,20190927,BLMMed23524426461,USBLM-OR-Medford,BLMMed23524426461
257,-123.52405071,42.64638066,257,20190927,BLMMed23522826465,USBLM-OR-Medford,BLMMed23522826465
258,-123.52322548,42.6465033,258,20190927,BLMMed23522026466,USBLM-OR-Medford,BLMMed23522026466
259,-123.52681938,42.6459352,259,20190927,BLMMed23525626460,USBLM-OR-Medford,BLMMed23525626460
260,-123.52507452,42.64495736,260,20190927,BLMMed23523826451,USBLM-OR-Medford,BLMMed23523826451
261,-123.52424187,42.64555006,261,20190927,BLMMed23523026457,USBLM-OR-Medford,BLMMed23523026457
262,-123.52425976,42.64351906,262,20190927,BLMMed23523026436,USBLM-OR-Medford,BLMMed23523026436
263,-123.52804049,42.64403363,263,20190927,BLMMed23526826441,USBLM-OR-Medford,BLMMed23526826441
264,-123.52474382,42.64159744,264,20190927,BLMMed23523526417,USBLM-OR-Medford,BLMMed23523526417
265,-123.5267801,42.6453244,265,20190927,BLMMed23525626454,USBLM-OR-Medford,BLMMed23525626454
266,-123.52503364,42.64464728,266,20190927,BLMMed23523826448,USBLM-OR-Medford,BLMMed23523826448
288,-123.60761643,42.65352226,288,20190927,BLMMed23606426536,USBLM-OR-Medford,BLMMed23606426536
289,-123.60731344,42.68761056,289,20190927,BLMMed23606126877,USBLM-OR-Medford,BLMMed23606126877
290,-123.49095952,42.72402999,290,20190927,BLMMed23489727241,USBLM-OR-Medford,BLMMed23489727241
291,-123.48552855,42.72509497,291,20190927,BLMMed23484227252,USBLM-OR-Medford,BLMMed23484227252
292,-123.48635712,42.71609173,292,20190927,BLMMed23485127162,USBLM-OR-Medford,BLMMed23485127162
293,-122.62369283,42.6275049,293,20190927,BLMMed22622526276,USBLM-OR-Medford,BLMMed22622526276
294,-122.61661566,42.62713016,294,20190927,BLMMed22615426272,USBLM-OR-Medford,BLMMed22615426272
295,-122.6092528,42.63230497,295,20190927,BLMMed22608126324,USBLM-OR-Medford,BLMMed22608126324
296,-122.60501888,42.62908872,296,20190927,BLMMed22603826292,USBLM-OR-Medford,BLMMed22603826292
297,-122.59838213,42.62802898,297,20190927,BLMMed22597226281,USBLM-OR-Medford,BLMMed22597226281
298,-122.53605176,42.62834211,298,20190927,BLMMed22534926284,USBLM-OR-Medford,BLMMed22534926284
299,-122.54150177,42.63324583,299,20190927,BLMMed22540326333,USBLM-OR-Medford,BLMMed22540326333
