site_record_id,site_id,site_latitude,site_longitude,fish_passage_feature_type_code,feature_type
322,021(24019)(02402),46.5654373,-123.2509232,1,Culvert
381,021(25510)(00491),46.567131,-123.1837921,1,Culvert
13774,992569,46.5838547,-122.3391647,1,Culvert
595,021(46013)(00349),46.5769653,-122.7268753,1,Culvert
13773,992568,46.5838013,-122.352478,1,Culvert
28130,994966,46.57601473,-122.79276947,1,Culvert
39752,930050,46.57637572,-122.77531862,1,Culvert
13483,992277,46.57591068,-122.80186073,1,Culvert
159931,934202,46.575019,-122.85609,1,Culvert
30736,132041040,46.5810423,-122.546178,1,Culvert
13484,992278,46.576252,-122.8016129,1,Culvert
313,021(24017)(11680),46.5699539,-123.0963593,1,Culvert
569,021(45016)(00106),46.5760422,-122.8137894,1,Culvert
11907,990787,46.5588913,-123.546402,1,Culvert
28129,994964,46.57595344,-122.82445512,1,Culvert
13485,992279,46.5765076,-122.8009262,1,Culvert
37584,982880,46.55784538,-123.59584591,1,Culvert
11615,990340,46.5494652,-123.893959,1,Culvert
398,021(26110)(01344),46.5645523,-123.3422089,1,Culvert
158826,934080,46.575793,-122.851079,1,Culvert
28127,994962,46.57599248,-122.8422842,1,Culvert
28126,994961,46.57599032,-122.84320188,1,Culvert
601,021(64014)(00153),46.5789642,-122.6932526,1,Culvert
12971,991756,46.57726009,-122.78343454,1,Culvert
39958,938425,46.57696728,-122.79814826,1,Culvert
159891,934199,46.575823,-122.855562,1,Culvert
482,021(31013)(02614),46.5735474,-122.9633942,1,Culvert
28125,994960,46.575993510000004,-122.84917188,1,Culvert
28124,994959,46.57604196,-122.85144598,1,Culvert
159892,934198,46.575973,-122.855559,1,Culvert
5022,125 1303W32A,46.5709165,-123.0945099,1,Culvert
603,021(64018)(00306),46.5800362,-122.6673126,1,Culvert
64874,932952,46.578638,-122.742173,1,Culvert
28123,994958,46.57637785,-122.85544882,1,Culvert
4986,125 1302W34A,46.57514,-122.9225,1,Culvert
158933,934088,46.5766813,-122.8515407,1,Culvert
116633,601027,46.579182,-122.729127,1,Culvert
64736,900017,46.57294,-123.034127,1,Culvert
481,021(31013)(02557),46.5745316,-122.9634018,1,Culvert
159893,934195,46.57686,-122.855277,1,Culvert
5038,125 1304W35C,46.570656,-123.1416712,1,Culvert
158827,934079,46.577072,-122.851808,1,Culvert
159861,934212,46.578548,-122.788574,1,Culvert
159862,934211,46.57852,-122.790035,1,Culvert
13763,992558,46.5853119,-122.4213028,1,Culvert
64875,932953,46.579524,-122.74168,1,Culvert
158828,934078,46.57742,-122.851961,1,Culvert
382,021(25510)(00722),46.5702438,-123.1819916,1,Culvert
4984,125 1302W32A,46.57556,-122.9568,1,Culvert
158829,934077,46.577696,-122.852103,1,Culvert
321,021(24019)(02040),46.5686455,-123.2568283,1,Culvert
39960,938427,46.5789596,-122.79388478,1,Culvert
478,021(31013)(00629),46.5762367,-122.9259872,1,Culvert
14001,992816,46.5474815,-124.0311508,1,Culvert
479,021(31013)(00854),46.5762367,-122.9307327,1,Culvert
39753,930051,46.57948464,-122.77482606,1,Culvert
117141,601546,46.570466,-123.192824,1,Culvert
28134,994970,46.58153299,-122.67362711,1,Culvert
5037,125 1304W35B,46.571585,-123.14617200000001,1,Culvert
158830,934087,46.578091,-122.852287,1,Culvert
159863,934150,46.579395,-122.790059,1,Culvert
13674,992469,46.5519905,-123.8966064,1,Culvert
159894,934196,46.578304,-122.855818,1,Culvert
4538,1080118,46.5620079,-123.5485306,1,Culvert
11906,990786,46.561573,-123.5681076,1,Culvert
12508,991287,46.5784149,-122.8624954,1,Culvert
480,021(31013)(02326),46.5763435,-122.9610214,1,Culvert
12073,990826,46.5887909,-122.2425079,1,Culvert
13112,992609,46.5480232,-124.0467758,1,Culvert
117142,601548,46.571261,-123.19798,1,Culvert
712,021(92006)(02506),46.573082,-123.1202393,1,Culvert
11905,990785,46.5620308,-123.5710449,1,Culvert
5039,125 1304W35D,46.5729461,-123.1357211,1,Culvert
4977,125 1302W28A,46.57745,-122.93482,1,Culvert
117203,601559,46.58244762,-122.6934058,1,Culvert
11901,990781,46.561058,-123.616127,1,Culvert
117165,132121680G,46.561575,-123.5993061,1,Culvert
226031,150_DMNF_06_GC,46.56221,-117.423294,1,Culvert
117143,601547,46.57181,-123.197242,1,Culvert
11904,990784,46.5623665,-123.5735779,1,Culvert
159865,934213,46.5808,-122.790649,1,Culvert
159866,601419,46.57292,-123.15563,1,Culvert
8174,24.0345 A 0.23,46.561266,-123.6158672,1,Culvert
159781,601394,46.57788,-122.93542,1,Culvert
28151,995536,46.57900362,-122.88371201,1,Culvert
11903,990783,46.5624809,-123.5743561,1,Culvert
117166,132121680F,46.5619463,-123.5973417,1,Culvert
279,021(22850)(03138),46.5759354,-123.0340271,1,Culvert
117167,132121680E,46.5621472,-123.5961234,1,Culvert
5021,125 1303W31A,46.5685338,-123.3493073,1,Culvert
316,021(24017)(12550),46.5743675,-123.1098785,1,Culvert
315,021(24017)(12280),46.5745201,-123.1042328,1,Culvert
457,021(28261)(01687),46.5735741,-123.1507492,1,Culvert
106494,132151474,46.581176,-122.804529,1,Culvert
44563,132141038D,46.5851484,-122.602915,1,Culvert
402,021(26390)(00090),46.5700569,-123.3044739,1,Culvert
400,021(26252)(00143),46.5701065,-123.3062973,1,Culvert
13623,992418,46.5631332,-123.5816116,1,Culvert
458,021(28261)(01813),46.5739136,-123.1537018,1,Culvert
5036,125 1304W35A,46.5739459,-123.1538817,1,Culvert
314,021(24017)(12120),46.5751686,-123.1014328,1,Culvert
30762,132041220,46.58551,-122.60084,1,Culvert
4537,1080116,46.5635948,-123.5683441,1,Culvert
117144,601549,46.573323,-123.195565,1,Culvert
365,021(24036)(01096),46.5754547,-123.1018906,1,Culvert
4980,125 1302W29B,46.5789,-122.957,1,Culvert
11900,990780,46.5626526,-123.6175308,1,Culvert
281,021(22901)(00022),46.5771065,-123.033638,1,Culvert
4536,1080115,46.5641136,-123.5643845,1,Culvert
28122,994956,46.58064541,-122.87144461,1,Culvert
547,021(40106)(00558),46.583702099999996,-122.7195435,1,Culvert
13071,991889,46.5992165,-121.6778641,1,Culvert
4633,125 1301W26A,46.58277496,-122.77138237,1,Culvert
4981,125 1302W30A,46.5785624,-122.9877342,1,Culvert
278,021(22850)(03024),46.5775871,-123.0340042,1,Culvert
467,021(30100)(03812),46.5788193,-122.9830933,1,Culvert
28121,994955,46.58168935,-122.87529972,1,Culvert
317,021(24017)(12910),46.5768204,-123.1158447,1,Culvert
4978,125 1302W28B,46.58064,-122.947565,1,Culvert
28120,994954,46.58220803,-122.87732121,1,Culvert
30763,132041221,46.58813,-122.57496,1,Culvert
226034,150_DMSF_03.0_GC,46.568992,-117.552382,1,Culvert
28197,997720,46.58211409,-122.88604527,1,Culvert
117168,132121680H,46.5652402,-123.5912975,1,Culvert
44565,132141038C,46.58781,-122.59886,1,Culvert
320,021(24019)(01170),46.5734787,-123.2730255,1,Culvert
28684,810511,46.5789,-123.04238,1,Culvert
28152,995537,46.58233683,-122.88697693,1,Culvert
159867,934149,46.586873,-122.662826,1,Culvert
319,021(24019)(00671),46.5734825,-123.28349300000001,1,Culvert
318,021(24019)(00486),46.5734444,-123.2873917,1,Culvert
5055,125 1305W31A,46.5718237,-123.3556775,1,Culvert
44566,132141038A,46.588372,-122.6016962,1,Culvert
5056,125 1305W36A,46.5746549,-123.2504345,1,Culvert
158944,934034,46.58349,-122.860708,1,Culvert
117169,132121680D,46.565991,-123.5945015,1,Culvert
401,021(26252)(00374),46.5734367,-123.3061523,1,Culvert
11899,990779,46.5654221,-123.6186447,1,Culvert
44567,132141038B,46.5887601,-122.5985092,1,Culvert
277,021(22850)(02861),46.579986,-123.034058,1,Culvert
776,021(94007)(02056),46.5834618,-122.8928757,1,Culvert
28135,994971,46.58806922,-122.66354493,1,Culvert
116782,601039,46.5835488,-122.8915195,1,Culvert
117205,601557,46.58755007,-122.6935633,1,Culvert
117206,601558,46.5876178,-122.6932552,1,Culvert
4976,125 1302W26A,46.58354048,-122.89855787,1,Culvert
489,021(40013)(00177),46.5845451,-122.8499756,1,Culvert
117170,132121680C,46.5670398,-123.5942205,1,Culvert
711,021(92006)(02011),46.5790405,-123.11494449999999,1,Culvert
4979,125 1302W29A,46.58296,-122.9538,1,Culvert
13762,992557,46.5928726,-122.4306564,1,Culvert
407,021(26530)(00831),46.5752869,-123.2836609,1,Culvert
117171,132121680A,46.5674603,-123.5934244,1,Culvert
13761,992556,46.5929871,-122.4326401,1,Culvert
117172,132121680B,46.5679817,-123.5949007,1,Culvert
223752,921284,46.58459,-122.908578,1,Culvert
13760,992555,46.5936203,-122.4323425,1,Culvert
273,021(22770)(00585),46.581562,-123.050148,1,Culvert
159803,934141,46.589947,-122.659065,1,Culvert
494,021(40015)(01365),46.5856094,-122.8797302,1,Culvert
548,021(40106)(00918),46.5888901,-122.7195053,1,Culvert
106299,933534,46.61051,-120.489243,1,Culvert
106300,933535,46.610755,-120.490483,1,Culvert
403,021(26390)(00534),46.5764771,-123.304657,1,Culvert
106346,933459,46.61101,-120.490988,1,Culvert
159804,934140,46.590735,-122.659453,1,Culvert
12509,991288,46.5909472,-122.659352,1,Culvert
468,021(30100)(04264),46.584343,-122.9872665,1,Culvert
276,021(22850)(02609),46.5835915,-123.0339584,1,Culvert
226036,150_DMSF_02.0_GC,46.574305,-117.566867,1,Culvert
404,021(26390)(00612),46.5775681,-123.3044739,1,Culvert
493,021(40015)(01069),46.5874901,-122.874054,1,Culvert
28153,995538,46.58721921,-122.8916155,1,Culvert
492,021(40015)(00989),46.5879593,-122.8725815,1,Culvert
611,021(66101)(02518),46.5930443,-122.6147614,1,Culvert
564,021(45011)(04241),46.5903587,-122.7612,1,Culvert
491,021(40015)(00872),46.588623,-122.8703308,1,Culvert
12027,990741,46.57922987,-123.29355789,1,Culvert
364,021(24036)(00519),46.5837364,-123.1021729,1,Culvert
117145,601545,46.588469,-122.896349,1,Culvert
44569,132141052A,46.5955414,-122.5310164,1,Culvert
117127,601596,46.58858,-122.89585,1,Culvert
5053,125 1305W25A,46.5807749,-123.2425344,1,Culvert
13759,992554,46.597271,-122.4379501,1,Culvert
34798,999125,46.5850418,-123.06670921,1,Culvert
568,021(45015)(00431),46.5897102,-122.8549423,1,Culvert
563,021(45011)(01374),46.5905991,-122.8215027,1,Culvert
44568,132141052B,46.5961887,-122.5305115,1,Culvert
4621,125 1301E23B,46.59424153,-122.63808918,1,Culvert
44400,900006,46.59222168,-122.75913853,1,Culvert
562,021(45011)(00505),46.5905685,-122.8395386,1,Culvert
13758,992553,46.5980873,-122.4385452,1,Culvert
117146,601544,46.58935,-122.902359,1,Culvert
406,021(26521)(00005),46.5807762,-123.2838669,1,Culvert
127299,601568,46.593245,-122.715979,1,Culvert
4630,125 1301W23B,46.59241,-122.76393,1,Culvert
159728,601382,46.59248,-122.76143,1,Culvert
567,021(45015)(00268),46.590641,-122.8562469,1,Culvert
4631,125 1301W23C,46.59258,-122.76303,1,Culvert
4620,125 1301E23A,46.59478942,-122.6492066,1,Culvert
34110,132062129,46.60875161,-121.69424907,1,Culvert
11772,990489,46.6057113,-119.0063775,1,Culvert
4629,125 1301W23A,46.59302,-122.77114,1,Culvert
5020,125 1303W25A,46.5884053,-122.9940384,1,Culvert
496,021(40017)(02135),46.5909767,-122.8766708,1,Culvert
4628,125 1301W22B,46.59308486,-122.78629982,1,Culvert
4975,125 1302W24A,46.59126752,-122.88124616,1,Culvert
363,021(24036)(00147),46.586319,-123.1081696,1,Culvert
159805,934142,46.59586,-122.657905,1,Culvert
12074,990827,46.6032982,-122.2332458,1,Culvert
500,021(40021)(00926),46.5907516,-122.9126511,1,Culvert
499,021(40021)(00894),46.590744,-122.913353,1,Culvert
498,021(40021)(00773),46.5906982,-122.9159088,1,Culvert
4974,125 1302W23A,46.59131289,-122.89238864,1,Culvert
30764,132041222a,46.59628,-122.6424,1,Culvert
497,021(40021)(00444),46.5906792,-122.9228287,1,Culvert
159806,934143,46.596123,-122.658483,1,Culvert
44589,132141707,46.5738243,-123.6266035,1,Culvert
12064,990817,46.5740814,-123.6188354,1,Culvert
469,021(30100)(04686),46.5895576,-122.9909668,1,Culvert
44315,125 1303W27A,46.5885863,-123.0416569,1,Culvert
270,021(22601)(00748),46.589344,-123.0089035,1,Culvert
484,021(32003)(00649),46.5908165,-122.9459305,1,Culvert
770,021(94006)(01262),46.5918083,-122.9081192,1,Culvert
485,021(32003)(01440),46.5907593,-122.9625015,1,Culvert
30765,132041222b,46.59749,-122.63566,1,Culvert
454,021(28150)(00093),46.5873756,-123.1213303,1,Culvert
28154,995539,46.5923492,-122.89659187,1,Culvert
453,021(28150)(00073),46.5874634,-123.1209488,1,Culvert
490,021(40015)(00198),46.5932503,-122.8578262,1,Culvert
30174,998384,46.56817383,-117.13364352,1,Culvert
13632,992427,46.5751534,-123.6194839,1,Culvert
30173,998383,46.56802819,-117.12552289,1,Culvert
13757,992552,46.6013756,-122.4420242,1,Culvert
483,021(32000)(00536),46.5911674,-122.9712753,1,Culvert
366,021(24038)(04837),46.5907173,-122.9936066,1,Culvert
470,021(30100)(04837),46.5907364,-122.9935684,1,Culvert
28136,994972,46.59774442,-122.65244597,1,Culvert
13631,992426,46.5754509,-123.6189346,1,Culvert
269,021(22601)(00245),46.5907364,-122.9987488,1,Culvert
12063,990816,46.5756,-123.6188,1,Culvert
226039,150_DMNF_05_GC,46.577695,-117.457621,1,Culvert
771,021(94006)(01315),46.5928726,-122.9081192,1,Culvert
4972,125 1302W19C,46.59172,-122.9815,1,Culvert
44316,125 1303W27B,46.5902125,-123.0444361,1,Culvert
772,021(94006)(01339),46.5932121,-122.9081192,1,Culvert
4971,125 1302W19B,46.59195,-122.977,1,Culvert
117192,601554,46.597305,-122.713096,1,Culvert
773,021(94006)(01354),46.5934639,-122.9081192,1,Culvert
13756,992551,46.6023216,-122.44487,1,Culvert
117193,601555,46.597846,-122.695955,1,Culvert
13664,992459,46.576458,-123.6183319,1,Culvert
4960,125 1302E21A,46.60036,-122.57124,1,Culvert
367,021(24038)(05006),46.5918846,-122.99665830000001,1,Culvert
271,021(22601)(02557),46.5908356,-123.0460358,1,Culvert
292,021(23650)(03116),46.5894775,-123.1092377,1,Culvert
4535,1080114,46.5765457,-123.6249924,1,Culvert
12075,990828,46.6061592,-122.2328644,1,Culvert
272,021(22601)(03319),46.5907631,-123.0614395,1,Culvert
5008,125 1303W21A,46.59105,-123.0602,1,Culvert
5009,125 1303W21B,46.59141,-123.0599,1,Culvert
13751,992546,46.6027832,-122.4789734,1,Culvert
12076,990829,46.6068573,-122.232605,1,Culvert
4627,125 1301W22A,46.59710717,-122.79311663,1,Culvert
4533,1080112,46.5771027,-123.6344604,1,Culvert
30761,132041218b,46.6002,-122.64063,1,Culvert
12062,990815,46.5776749,-123.6190109,1,Culvert
39961,938423,46.60020171,-122.64782919,1,Culvert
13752,992547,46.6032791,-122.4756622,1,Culvert
11773,990490,46.6105995,-119.0062485,1,Culvert
5007,125 1303W19A,46.5906763,-123.1103333,1,Culvert
137909,933841,46.60188,-122.57314,1,Culvert
12077,990830,46.6075478,-122.2323074,1,Culvert
710,021(92006)(00812),46.5908546,-123.1209488,1,Culvert
13754,992549,46.6040268,-122.4645081,1,Culvert
4532,1080111,46.5778694,-123.6380234,1,Culvert
12642,991433,46.6036072,-122.4911423,1,Culvert
13755,992550,46.6043968,-122.4548721,1,Culvert
455,021(28190)(00258),46.5909729,-123.1280594,1,Culvert
456,021(28190)(00262),46.5910988,-123.1280518,1,Culvert
159729,601388,46.59754,-122.83887,1,Culvert
409,021(26581)(00495),46.5879745,-123.2736969,1,Culvert
408,021(26581)(00246),46.5880089,-123.2789993,1,Culvert
30760,132041218a,46.60202,-122.63135,1,Culvert
13750,992545,46.6045303,-122.4906082,1,Culvert
13749,992544,46.6045685,-122.4931717,1,Culvert
159868,934147,46.601844,-122.653727,1,Culvert
13748,992543,46.6046028,-122.5037537,1,Culvert
4531,1080110,46.5791206,-123.637352,1,Culvert
40007,938422,46.60210048,-122.64598965,1,Culvert
12028,990742,46.5883369,-123.2840576,1,Culvert
159849,601410,46.59833,-122.83991,1,Culvert
159731,601387,46.59863,-122.82796,1,Culvert
13746,992541,46.6045685,-122.5204849,1,Culvert
614,021(66430)(00541),46.603508,-122.5837097,1,Culvert
13753,992548,46.6055565,-122.4710464,1,Culvert
13745,992540,46.604496,-122.533699,1,Culvert
106302,921062,46.622735,-120.500704,1,Culvert
159732,601383,46.60041,-122.76062,1,Culvert
290,021(23650)(02800),46.5930595,-123.1051025,1,Culvert
159869,934148,46.602504,-122.653597,1,Culvert
13747,992542,46.6050873,-122.5194168,1,Culvert
40008,938421,46.60287657,-122.64562797,1,Culvert
565,021(45011)(07070),46.6016808,-122.70784,1,Culvert
159870,601416,46.59339,-123.10433,1,Culvert
211998,601872,46.588691,-123.304669,1,Culvert
106303,933533,46.623074,-120.500968,1,Culvert
28145,994982,46.6049341,-122.54004275,1,Culvert
540,021(40083)(00042),46.5987854,-122.8596268,1,Culvert
159871,601417,46.59358,-123.10345,1,Culvert
159733,601386,46.59951,-122.8287,1,Culvert
12510,991289,46.60311713,-122.64556404,1,Culvert
4637,125 1302E16C,46.60457253,-122.57324094,1,Culvert
613,021(66430)(00479),46.6044083,-122.5836716,1,Culvert
127273,601562,46.602782,-122.675696,1,Culvert
127274,601563,46.602764,-122.680281,1,Culvert
127902,933796,46.605241,-122.551843,1,Culvert
127903,933797,46.605235,-122.552662,1,Culvert
5054,125 1305W25B,46.5904547,-123.2621552,1,Culvert
4636,125 1302E16B,46.60542041,-122.55606211,1,Culvert
15517,994463,46.60558,-122.54954999,1,Culvert
117119,601594,46.602769,-122.730001,1,Culvert
4638,125 1302E16D,46.60588459,-122.5656573,1,Culvert
117174,132161317E,46.6053439,-122.6071528,1,Culvert
42315,132111375,46.59753,-123.009514,1,Culvert
64755,932911,46.6063374,-122.57327054,1,Culvert
736,021(94000)(05135),46.6007729,-122.8609695,1,Culvert
512,021(40028)(02366),46.5997925,-122.9127808,1,Culvert
117175,132161317F,46.6058791,-122.6107987,1,Culvert
511,021(40028)(01958),46.5997009,-122.9207764,1,Culvert
599,021(46033)(01242),46.6046371,-122.6841278,1,Culvert
106304,933531,46.625515,-120.504034,1,Culvert
13675,992470,46.5745811,-123.9162369,1,Culvert
510,021(40028)(01858),46.5999908,-122.9234695,1,Culvert
4534,1080113,46.5746765,-123.915535,1,Culvert
137911,125 1305W23D,46.59233,-123.26523,1,Culvert
116850,601042,46.6015298,-122.8593603,1,Culvert
12029,990743,46.59206659,-123.28190737,1,Culvert
159783,601399,46.59902,-122.98182,1,Culvert
504,021(40025)(00319),46.6013756,-122.8691101,1,Culvert
117121,601538,46.602441,-122.819324,1,Culvert
12512,991291,46.60750779,-122.55938763,1,Culvert
28246,994979,46.60739541,-122.57203667,1,Culvert
28143,994980,46.60752365,-122.56620402,1,Culvert
28144,994981,46.60769246,-122.56118212,1,Culvert
64756,932509,46.607561,-122.57207538,1,Culvert
507,021(40026)(01629),46.6005898,-122.9280472,1,Culvert
40009,938424,46.60644446,-122.64340656,1,Culvert
11880,990760,46.595934,-123.151739,1,Culvert
284,021(23000)(02686),46.5979919,-123.0609436,1,Culvert
5033,125 1304W23A,46.596121,-123.151769,1,Culvert
117176,132161317G,46.607447,-122.6084887,1,Culvert
5019,125 1303W24I,46.59967,-123.0035,1,Culvert
4970,125 1302W19A,46.60003,-122.9889,1,Culvert
412,021(26661)(00680),46.5935249,-123.2662735,1,Culvert
5018,125 1303W24H,46.59982,-123.0015,1,Culvert
368,021(24038)(05747),46.5996971,-123.0067673,1,Culvert
34814,999144,46.59829144,-123.08033284,1,Culvert
452,021(28051)(00450),46.596712,-123.152005,1,Culvert
11881,990761,46.5970078,-123.1417694,1,Culvert
41682,132101931,46.599553,-123.03248,1,Culvert
138206,933844,46.6092517,-122.5503955,1,Culvert
4529,1080108,46.5859909,-123.5947952,1,Culvert
12953,991819,46.6221085,-121.6597595,1,Culvert
138207,933843,46.609584,-122.55542,1,Culvert
34813,999143,46.59903956,-123.08111991,1,Culvert
12061,990814,46.5858459,-123.6187057,1,Culvert
28106,990801,46.59761041,-123.15831658,1,Culvert
28247,991286,46.6097156,-122.57954825,1,Culvert
117178,132161317H,46.6092244,-122.610295,1,Culvert
570,021(45016)(02186),46.6051445,-122.819191,1,Culvert
4527,1080106,46.5869026,-123.5926819,1,Culvert
30175,998386,46.57982188,-117.15314389,1,Culvert
451,021(28051)(00160),46.5978775,-123.157753,1,Culvert
411,021(26661)(00137),46.5951881,-123.2766342,1,Culvert
410,021(26661)(00060),46.5952034,-123.2783279,1,Culvert
5017,125 1303W24G,46.60177,-123.0063,1,Culvert
275,021(22850)(01395),46.6011124,-123.03405,1,Culvert
450,021(28051)(00004),46.5985222,-123.1592026,1,Culvert
15369,994289,46.60424,-122.90558,1,Culvert
13837,993019,46.6165504,-122.2277298,1,Culvert
8169,24.0339   0.50,46.5867996,-123.6318207,1,Culvert
5010,125 1303W23A,46.6017769,-123.0305957,1,Culvert
4526,1080105,46.5882683,-123.5892105,1,Culvert
64757,932510,46.61147067,-122.57009605,1,Culvert
12517,991296,46.6113968,-122.5839462,1,Culvert
159969,601434,46.60028,-123.12798,1,Culvert
223753,921282,46.605212,-122.908856,1,Culvert
11884,990764,46.60040931,-123.12879682,1,Culvert
5016,125 1303W24F,46.60365,-123.0021,1,Culvert
4973,125 1302W20A,46.60436,-122.9701,1,Culvert
495,021(40017)(00033),46.6055641,-122.9049683,1,Culvert
34812,999142,46.60178936,-123.08173518,1,Culvert
5015,125 1303W24E,46.60365,-123.0051,1,Culvert
5014,125 1303W24D,46.60365,-123.0065,1,Culvert
12511,991290,46.6116638,-122.5992661,1,Culvert
36350,132051323J,46.61805614,-122.22030594,1,Culvert
5013,125 1303W24C,46.60365,-123.0082,1,Culvert
4959,125 1302E18B,46.61179322,-122.59938305,1,Culvert
201396,132162167A,46.6180729,-122.2245658,1,Culvert
709,021(92006)(00053),46.6010628,-123.1255646,1,Culvert
34103,132062095,46.60004307,-123.18282035,1,Culvert
4618,125 1301E17B,46.60999148,-122.71911172,1,Culvert
4530,1080109,46.5832558,-123.8245621,1,Culvert
509,021(40028)(01245),46.6057892,-122.9294891,1,Culvert
28141,994977,46.61255843,-122.58893829,1,Culvert
39723,930768,46.6126825,-122.58221883,1,Culvert
42933,1320208,46.58091,-123.90666,1,Culvert
28138,994974,46.611946,-122.623044,1,Culvert
28139,994975,46.61247691,-122.59492145,1,Culvert
4524,1080103,46.5899963,-123.5864029,1,Culvert
4619,125 1301E18A,46.61002267,-122.72990299,1,Culvert
12078,990831,46.6188278,-122.2291718,1,Culvert
5011,125 1303W24A,46.60434,-123.0097,1,Culvert
28140,994976,46.61273951,-122.59277532,1,Culvert
573,021(46000)(01133),46.6078568,-122.8436813,1,Culvert
30888,132051323e,46.6193242,-122.2195793,1,Culvert
12546,991326,46.5779076,-124.0317154,1,Culvert
597,021(46030)(00290),46.6112633,-122.7043533,1,Culvert
28105,990534,46.60158789,-123.16272294,1,Culvert
369,021(24038)(06216),46.6051102,-123.0125961,1,Culvert
65690,700034,46.613684,-122.597669,1,Culvert
4523,1080102,46.5904427,-123.6167526,1,Culvert
159810,934144,46.61393,-122.5917,1,Culvert
64759,932508,46.61453988,-122.56326011,1,Culvert
159811,601405,46.61373,-122.61217,1,Culvert
5012,125 1303W24B,46.60574,-123.00899,1,Culvert
5052,125 1305W23C,46.5998046,-123.2652755,1,Culvert
516,021(40038)(00098),46.6087761,-122.8717346,1,Culvert
12194,990949,46.6276245,-121.6512756,1,Culvert
12079,990832,46.6206551,-122.2272949,1,Culvert
159896,933860,46.615173,-122.549806,1,Culvert
4617,125 1301E17A,46.6124049,-122.70100897,1,Culvert
159873,601409,46.61209,-122.71839,1,Culvert
224756,602445,46.61204,-122.72617,1,Culvert
36208,940361,46.60000873,-123.27692307,1,Culvert
4639,125 1302E18A,46.6146829,-122.59616555,1,Culvert
735,021(94000)(04201),46.6092033,-122.876236,1,Culvert
600,021(64011)(00328),46.6142769,-122.6204453,1,Culvert
30772,132041514a,46.61465,-122.60476,1,Culvert
15242,994143,46.62093,-122.23275999,1,Culvert
159734,601458,46.61044,-122.83495,1,Culvert
30858,132051003,46.60796,-122.96202,1,Culvert
286,021(23400)(01005),46.6053047,-123.0833206,1,Culvert
201399,132162167L,46.6217468,-122.2107622,1,Culvert
596,021(46024)(00950),46.61409,-122.6672211,1,Culvert
4522,1080101,46.5932465,-123.5817413,1,Culvert
159606,934153,46.6054822,-123.1061244,1,Culvert
4615,125 1301E15B,46.614795,-122.659283,1,Culvert
12533,991312,46.5843391,-123.9157104,1,Culvert
12929,991743,46.6317673,-121.41082,1,Culvert
508,021(40028)(00897),46.6095695,-122.9340286,1,Culvert
4528,1080107,46.5846672,-123.9131851,1,Culvert
606,021(64024)(00002),46.6154327,-122.6569061,1,Culvert
781,021(96001)(16720),46.6154671,-122.6560745,1,Culvert
28094,990244,46.60225081,-123.27558,1,Culvert
34800,999141,46.60692596,-123.08233245,1,Culvert
191139,700189,46.61584,-122.6537,1,Culvert
5029,125 1304W13A,46.6058261,-123.1307117,1,Culvert
767,021(94001)(15970),46.6154671,-122.6718445,1,Culvert
766,021(94001)(15790),46.6154633,-122.6755447,1,Culvert
13444,992238,46.6232414,-122.219696,1,Culvert
159607,934152,46.60685486,-123.10663715,1,Culvert
13445,992239,46.6237183,-122.2186203,1,Culvert
30176,998387,46.5881051,-117.1660467,1,Culvert
765,021(94001)(15380),46.6158104,-122.6842422,1,Culvert
159812,934139,46.617686,-122.588331,1,Culvert
30773,132041514b,46.61751,-122.60511,1,Culvert
12878,991689,46.6330605,-121.4470749,1,Culvert
5003,125 1303W15B,46.60914,-123.0408,1,Culvert
12976,991761,46.6352921,-119.7898636,1,Culvert
28104,990478,46.6066111,-123.16834723,1,Culvert
488,021(32006)(00864),46.6111679,-122.9706421,1,Culvert
12031,990745,46.60423751,-123.27542932,1,Culvert
159557,934092,46.60836,-123.109712,1,Culvert
4613,125 1301E14A,46.6179884,-122.64970728,1,Culvert
4525,1080104,46.5874443,-123.9125214,1,Culvert
36234,940372,46.60793088,-123.15117812,1,Culvert
30774,132041514c,46.61931,-122.60865,1,Culvert
15370,994290,46.61337,-122.91601,1,Culvert
441,021(28001)(01628),46.60812,-123.153923,1,Culvert
13446,992240,46.6261024,-122.2163773,1,Culvert
12032,990746,46.60547259,-123.27537216,1,Culvert
5051,125 1305W23B,46.6054245,-123.2758059,1,Culvert
30775,132041514d,46.61975,-122.6099,1,Culvert
12935,991801,46.6357422,-121.3945007,1,Culvert
442,021(28001)(01656),46.6084976,-123.1536789,1,Culvert
774,021(94006)(02909),46.6139755,-122.9081192,1,Culvert
42692,940498,46.60904611,-123.13739768,1,Culvert
15371,994291,46.61398,-122.91688,1,Culvert
13621,992416,46.5969429,-123.6234207,1,Culvert
515,021(40031)(01720),46.6159897,-122.8240814,1,Culvert
4520,1080099,46.5969963,-123.6234741,1,Culvert
36209,940373,46.60959672,-123.12407393,1,Culvert
42694,940497,46.6098172,-123.12684754,1,Culvert
12060,990813,46.5976181,-123.6211777,1,Culvert
764,021(94001)(15000),46.619381,-122.6901627,1,Culvert
137913,933811,46.627536,-122.21459,1,Culvert
12871,991682,46.6364784,-121.4499588,1,Culvert
28108,990999,46.61058338,-123.11768392,1,Culvert
514,021(40031)(01647),46.6170183,-122.8243175,1,Culvert
5030,125 1304W13B,46.610286,-123.1333619,1,Culvert
138583,601252,46.61713,-122.82401,1,Culvert
117122,601595,46.620357,-122.663307,1,Culvert
5002,125 1303W15A,46.61279,-123.041,1,Culvert
