site_record_id,site_id,site_latitude,site_longitude,fish_passage_feature_type_code,feature_type
33948,1350379,45.62949,-122.33205,1,Culvert
33935,1350366,45.63062,-122.27663,1,Culvert
11463,990177,45.6347618,-122.0030975,1,Culvert
8262,28.0295   0.10,45.635224,-122.0001472,1,Culvert
34694,999096,45.63695533,-121.99758116,1,Culvert
10558,981475,45.6361291,-122.08494969,1,Culvert
10559,981476,45.6366848,-122.0898063,1,Culvert
33938,1350369,45.63512,-122.27583,1,Culvert
14706,993544,45.6484528,-121.1797562,1,Culvert
14707,993545,45.6485863,-121.1690216,1,Culvert
14712,993550,45.6489792,-121.1154709,1,Culvert
14708,993546,45.6487083,-121.1641464,1,Culvert
14709,993547,45.6487503,-121.161911,1,Culvert
14711,993549,45.6496544,-121.1287308,1,Culvert
14710,993548,45.6501122,-121.146759,1,Culvert
14705,993543,45.6502876,-121.1848831,1,Culvert
35287,998185,45.63455842,-122.60482532,1,Culvert
35454,998184,45.63440417,-122.61512042,1,Culvert
35289,998186,45.63498189,-122.60025795,1,Culvert
35290,998181,45.63487299,-122.62406424,1,Culvert
14713,993551,45.6537247,-121.0934753,1,Culvert
14714,993552,45.6571846,-121.0851974,1,Culvert
12999,991784,45.6424141,-122.4213028,1,Culvert
14715,993553,45.6575394,-121.0843506,1,Culvert
14718,993556,45.6578598,-121.0778046,1,Culvert
14716,993554,45.6582832,-121.0822372,1,Culvert
14717,993555,45.6583862,-121.0794983,1,Culvert
14719,993557,45.6593895,-121.064476,1,Culvert
14704,993542,45.6594734,-121.1948166,1,Culvert
35446,999216,45.65361767,-121.91551266,1,Culvert
14727,993565,45.6630173,-120.9571304,1,Culvert
14703,993541,45.6618004,-121.1989365,1,Culvert
14723,993561,45.6629028,-120.9999008,1,Culvert
14726,993564,45.663269,-120.9650269,1,Culvert
35293,998189,45.64538815,-122.57797983,1,Culvert
14827,993734,45.6638565,-120.927803,1,Culvert
212882,921273,45.6445,-122.6329,1,Culvert
14728,993566,45.6640167,-120.9515152,1,Culvert
14725,993563,45.6639328,-120.9848404,1,Culvert
35294,998204,45.64590269,-122.57776203,1,Culvert
35391,994764,45.64607383,-122.57207673,1,Culvert
14724,993562,45.6641541,-120.9924774,1,Culvert
14722,993560,45.6643219,-121.0067673,1,Culvert
35480,994744,45.64537646,-122.62901223,1,Culvert
35481,994770,45.64548404,-122.6306543,1,Culvert
35392,994765,45.64698411,-122.56988189,1,Culvert
35295,998205,45.64709746,-122.57688355,1,Culvert
12997,991782,45.6459808,-122.6357346,1,Culvert
14826,993733,45.6655388,-120.9304504,1,Culvert
14825,993732,45.6659431,-120.938591,1,Culvert
14720,993558,45.6655998,-121.0277786,1,Culvert
14721,993559,45.665638,-121.0249634,1,Culvert
14729,993567,45.6664352,-120.9450226,1,Culvert
35393,994766,45.64845027,-122.56762237,1,Culvert
16664,995865,45.64853375,-122.56659992,1,Culvert
33925,1350350,45.65303,-122.34753,1,Culvert
14828,993735,45.6675224,-120.8922043,1,Culvert
29696,998212,45.6479396,-122.6412163,1,Culvert
35482,994767,45.64955326,-122.56172527,1,Culvert
35296,998158,45.6495975,-122.5753191,1,Culvert
35297,994757,45.64969153,-122.57384972,1,Culvert
34563,999066,45.64714989,-122.710488,1,Culvert
35300,994758,45.65019357,-122.57284802,1,Culvert
14702,993540,45.6673203,-121.2055206,1,Culvert
34564,999067,45.64792328,-122.71295355,1,Culvert
34565,999068,45.64873954,-122.71556505,1,Culvert
35447,999217,45.66216729,-121.90558117,1,Culvert
16477,995663,45.65352793,-122.56914543,1,Culvert
34566,999069,45.65100308,-122.72238005,1,Culvert
34428,999061,45.65674689,-122.42895924,1,Culvert
14701,993539,45.6719856,-121.2108688,1,Culvert
35408,999218,45.66556649,-121.90576949,1,Culvert
35304,998176,45.65544998,-122.66271891,1,Culvert
35409,999219,45.66756747,-121.90732586,1,Culvert
35306,994761,45.65838335,-122.55814505,1,Culvert
212218,602246,45.664253,-122.309472,1,Culvert
29018,810980,45.66031,-122.54888,1,Culvert
14700,993538,45.6767082,-121.2289658,1,Culvert
33953,1350384,45.66475,-122.30979,1,Culvert
10956,981859,45.6581528,-122.7106911,1,Culvert
12968,991753,45.6596985,-122.6653824,1,Culvert
35307,994763,45.66270985,-122.52143886,1,Culvert
35308,994762,45.6630422,-122.53193267,1,Culvert
33956,1350387,45.66713,-122.32009,1,Culvert
14699,993537,45.6796646,-121.242424,1,Culvert
35311,998173,45.66150422,-122.66847028,1,Culvert
10954,981857,45.660675,-122.7100174,1,Culvert
10957,981860,45.6608316,-122.7132926,1,Culvert
12998,991783,45.665863,-122.4784088,1,Culvert
14838,993745,45.6828232,-120.8327408,1,Culvert
10799,990020,45.67466167,-121.90979528,1,Culvert
14829,993736,45.6830559,-120.8557892,1,Culvert
14839,993746,45.6836967,-120.8307037,1,Culvert
11375,990085,45.6634254,-122.6668854,1,Culvert
54643,132141070,45.670216,-122.3468131,1,Culvert
14840,993747,45.6866913,-120.8263474,1,Culvert
14830,993737,45.6882744,-120.8431244,1,Culvert
34425,999058,45.67198925,-122.49603439,1,Culvert
33954,1350385,45.67544,-122.34863,1,Culvert
212350,933194,45.67693,-122.30903,1,Culvert
34560,999072,45.66931677,-122.74381199,1,Culvert
33950,1350381,45.67663,-122.3424,1,Culvert
16665,995866,45.6744987,-122.58345809,1,Culvert
12650,991442,45.67251829,-122.7590091,1,Culvert
14841,993748,45.6954231,-120.8178558,1,Culvert
35614,994345,45.67523197,-122.69250151,1,Culvert
35615,994342,45.67539765,-122.69128401,1,Culvert
12090,990843,45.6972084,-120.8168182,1,Culvert
12096,990849,45.6978455,-120.8179092,1,Culvert
14566,993750,45.6992035,-120.8238373,1,Culvert
14831,993738,45.6994629,-120.8071976,1,Culvert
16666,995867,45.680799,-122.58821,1,Culvert
14567,993751,45.7000809,-120.8233337,1,Culvert
14832,993739,45.7004738,-120.8036652,1,Culvert
33951,1350382,45.68642,-122.33739,1,Culvert
12969,991754,45.6808319,-122.6643143,1,Culvert
237857,935363,45.683728,-122.5868,1,Culvert
237858,935364,45.684105,-122.585946,1,Culvert
14568,993752,45.7029495,-120.8211746,1,Culvert
14569,993753,45.7035103,-120.8203583,1,Culvert
237860,935366,45.684966,-122.586108,1,Culvert
14570,993754,45.7039528,-120.8193436,1,Culvert
35498,999221,45.69613859,-121.87857235,1,Culvert
14833,993740,45.704464,-120.7926788,1,Culvert
237861,935367,45.686159,-122.586349,1,Culvert
35499,999222,45.69726707,-121.87678746,1,Culvert
11456,990170,45.69928695,-121.72106401,1,Culvert
35523,999231,45.69919214,-121.73170754,1,Culvert
35684,999466,45.69943478,-121.72740521,1,Culvert
36574,994858,45.69800703,-121.88039624,1,Culvert
10950,981853,45.6841292,-122.7438767,1,Culvert
12749,991549,45.69989082,-121.72746949,1,Culvert
12748,991548,45.69976486,-121.73918809,1,Culvert
35500,999237,45.70326284,-121.38586589,1,Culvert
14032,992847,45.7042046,-121.276268,1,Culvert
14571,993755,45.7070808,-120.809021,1,Culvert
30128,997955,45.70755175,-120.39391918,1,Culvert
34562,999070,45.68532254,-122.74371544,1,Culvert
14572,993756,45.7075806,-120.808136,1,Culvert
35524,999223,45.69976674,-121.87046628,1,Culvert
35501,999224,45.7006749,-121.86132239,1,Culvert
14573,993757,45.7085381,-120.8054733,1,Culvert
10951,981854,45.6867918,-122.7412289,1,Culvert
12212,990968,45.70251847,-121.7448773,1,Culvert
14834,993741,45.7093201,-120.7817612,1,Culvert
14835,993742,45.7093697,-120.7809601,1,Culvert
14574,993758,45.7095032,-120.8021622,1,Culvert
14575,993759,45.7096481,-120.8019333,1,Culvert
36576,995005,45.70159173,-121.88545556,1,Culvert
36577,995047,45.70208634,-121.88624378,1,Culvert
35502,999238,45.70791853,-121.35848739,1,Culvert
10557,981474,45.6890308,-122.7522704,1,Culvert
35525,999227,45.70351189,-121.85738507,1,Culvert
116979,933696,45.707868,-121.449625,1,Culvert
14033,992848,45.7097015,-121.2673645,1,Culvert
35526,999225,45.70425109,-121.85544438,1,Culvert
36579,995004,45.70402165,-121.88653753,1,Culvert
12681,991478,45.70984321,-121.3516053,1,Culvert
12754,991556,45.70605568,-121.7632631,1,Culvert
35685,999467,45.70662043,-121.73213288,1,Culvert
36580,996140,45.70543039,-121.88993205,1,Culvert
12753,991555,45.71085129,-121.34441337,1,Culvert
14576,993760,45.7145767,-120.8024597,1,Culvert
35503,999226,45.7069664,-121.84788319,1,Culvert
14836,993743,45.7152252,-120.748085,1,Culvert
30129,997956,45.71550386,-120.34916109,1,Culvert
14034,992849,45.7131424,-121.2613831,1,Culvert
11408,990119,45.71016664,-121.67149604,1,Culvert
14837,993744,45.7163277,-120.7421417,1,Culvert
12211,990967,45.70926037,-121.84306461,1,Culvert
10550,981467,45.6947275,-122.76177189,1,Culvert
14577,993761,45.7170868,-120.8051605,1,Culvert
30127,997953,45.71802396,-120.51357319,1,Culvert
36765,999800,45.7108947,-121.77905547,1,Culvert
36766,999799,45.71121723,-121.7788815,1,Culvert
36767,999880,45.71140598,-121.77876792,1,Culvert
14578,993762,45.7183762,-120.8063507,1,Culvert
35505,999230,45.7116567,-121.77870021,1,Culvert
36581,995106,45.71193427,-121.88992982,1,Culvert
36768,999881,45.71331042,-121.77904833,1,Culvert
35527,999239,45.71329557,-121.78350437,1,Culvert
43775,132131009,45.71435,-121.74274,1,Culvert
12102,990855,45.720787,-120.8139191,1,Culvert
35506,999228,45.71339014,-121.83438592,1,Culvert
15383,994304,45.70062,-122.65698999,1,Culvert
36769,999797,45.71391442,-121.82049767,1,Culvert
17812,997193,45.7021637,-122.6270676,1,Culvert
10959,981862,45.7000545,-122.7392647,1,Culvert
116980,933699,45.714535,-121.829877,1,Culvert
35049,999201,45.71826806,-121.46615169,1,Culvert
11507,990225,45.7200394,-121.2549362,1,Culvert
11845,990568,45.7225571,-120.3148422,1,Culvert
11496,990211,45.7186699,-121.4740601,1,Culvert
15384,994305,45.70226,-122.65618,1,Culvert
116981,933697,45.715414,-121.824701,1,Culvert
116982,933698,45.715457,-121.826009,1,Culvert
11359,990067,45.7157249,-121.8206787,1,Culvert
36582,999662,45.71525752,-121.8887886,1,Culvert
36583,996670,45.71543518,-121.88853445,1,Culvert
15376,994296,45.70357,-122.65525999,1,Culvert
36812,999885,45.71753263,-121.7754047,1,Culvert
36584,996824,45.71621771,-121.88891428,1,Culvert
15386,994307,45.7042,-122.6543,1,Culvert
15385,994306,45.70496,-122.65479999,1,Culvert
36770,999798,45.71800437,-121.81845852,1,Culvert
35529,999234,45.72048398,-121.60575302,1,Culvert
35530,999235,45.72089346,-121.60243308,1,Culvert
35050,999202,45.72233976,-121.47363658,1,Culvert
15382,994302,45.70607,-122.65558,1,Culvert
36628,999661,45.71854253,-121.8898428,1,Culvert
36814,999886,45.72038763,-121.77077101,1,Culvert
36587,995112,45.72065324,-121.89181413,1,Culvert
14579,993763,45.7289238,-120.8161011,1,Culvert
10964,981867,45.7073425,-122.7288261,1,Culvert
17813,997194,45.7093101,-122.6346914,1,Culvert
36629,997773,45.72140015,-121.89179846,1,Culvert
11844,990567,45.7302284,-120.529129,1,Culvert
14035,992850,45.7277794,-121.2439346,1,Culvert
13477,992271,45.7280426,-121.2383041,1,Culvert
14036,992851,45.7285728,-121.2324371,1,Culvert
14037,992852,45.7286034,-121.2312241,1,Culvert
10538,981455,45.7092093,-122.7403388,1,Culvert
14038,992853,45.7295074,-121.2295151,1,Culvert
36633,995729,45.72361025,-121.89600579,1,Culvert
36634,997893,45.72373132,-121.8924523,1,Culvert
14039,992854,45.729969,-121.2291794,1,Culvert
238051,935371,45.713894,-122.592068,1,Culvert
10537,981454,45.7117037,-122.7428606,1,Culvert
10962,981865,45.7121117,-122.7291637,1,Culvert
37604,132082044,45.72964636,-121.83491046,1,Culvert
14842,993764,45.7376518,-120.8190918,1,Culvert
10536,981453,45.7166379,-122.74325179,1,Culvert
15776,994832,45.71975804,-122.65096152,1,Culvert
10539,981456,45.7180548,-122.7510453,1,Culvert
42520,132111655,45.72506,-122.38416,1,Culvert
14040,992855,45.7393532,-121.228157,1,Culvert
30126,997952,45.74259724,-120.54840292,1,Culvert
11405,990116,45.7414055,-121.2221298,1,Culvert
14843,993765,45.7430344,-120.8222427,1,Culvert
14041,992856,45.7417488,-121.2213211,1,Culvert
42521,1320207,45.7288,-122.38535,1,Culvert
14042,992857,45.7437363,-121.221138,1,Culvert
64834,600219,45.739979,-121.815666,1,Culvert
14043,992858,45.7455139,-121.2219315,1,Culvert
30125,997951,45.7481515,-120.5577975,1,Culvert
42661,SCWC10,45.73127,-122.46588,1,Culvert
13008,991793,45.7278366,-122.6554565,1,Culvert
14044,992859,45.7470474,-121.2230988,1,Culvert
17917,997385,45.72972893,-122.66165753,1,Culvert
10534,981451,45.728153,-122.74479619,1,Culvert
13007,991792,45.730072,-122.6562653,1,Culvert
30124,997950,45.75087736,-120.56581919,1,Culvert
8255,28.0038 X 0.30,45.7302683,-122.6560483,1,Culvert
14045,992860,45.7487106,-121.2217484,1,Culvert
14049,992864,45.7489281,-121.2144547,1,Culvert
14048,992863,45.7489777,-121.2160034,1,Culvert
14050,992865,45.7490044,-121.2122269,1,Culvert
14046,992861,45.7490273,-121.220459,1,Culvert
14047,992862,45.749157,-121.2185364,1,Culvert
14051,992866,45.7500648,-121.2092667,1,Culvert
41668,931721,45.73130224,-122.68225313,1,Culvert
14052,992867,45.7507668,-121.2084503,1,Culvert
41669,931722,45.73207308,-122.68892976,1,Culvert
41670,931720,45.7334264,-122.66914597,1,Culvert
34561,999071,45.73235012,-122.75434882,1,Culvert
43570,SCBar22,45.7363,-122.55646,1,Culvert
34006,1350439,45.739,-122.41891,1,Culvert
14053,992868,45.7532768,-121.2076492,1,Culvert
30122,997948,45.75547246,-120.62320273,1,Culvert
13009,991794,45.7348938,-122.6575394,1,Culvert
30123,997949,45.75554671,-120.62236873,1,Culvert
41671,931723,45.73467565,-122.69078415,1,Culvert
14054,992869,45.7539444,-121.2079773,1,Culvert
237176,132201208,45.7353483,-122.675412,1,Culvert
8254,28.0038   6.00,45.7357591,-122.6547805,1,Culvert
43571,SCBar21,45.737729,-122.557479,1,Culvert
43572,SCBar26,45.740777,-122.438963,1,Culvert
14844,993766,45.7569847,-120.8229599,1,Culvert
14055,992870,45.7556152,-121.2087631,1,Culvert
41673,931725,45.73734551,-122.69247256,1,Culvert
17814,997195,45.7384299,-122.6584036,1,Culvert
42404,1320175,45.739403,-122.62881,1,Culvert
14056,992871,45.757267,-121.2096634,1,Culvert
41724,931780,45.73941824,-122.66155231,1,Culvert
14057,992872,45.75811,-121.2100067,1,Culvert
41725,931781,45.73976754,-122.66189895,1,Culvert
14058,992873,45.759079,-121.2105103,1,Culvert
11735,990475,45.7427406,-122.5465012,1,Culvert
41957,1510051,45.75832,-121.45512,1,Culvert
41959,1510053,45.75899,-121.45668,1,Culvert
41730,931786,45.74280822,-122.65483016,1,Culvert
43573,SCBar29,45.74695,-122.44006,1,Culvert
41731,931787,45.74323821,-122.6564209,1,Culvert
41986,1510083,45.759921,-121.456314,1,Culvert
14059,992874,45.7617149,-121.2098465,1,Culvert
213038,132191513H,45.7479144,-122.4053275,1,Culvert
213039,132191513G,45.7480118,-122.4098281,1,Culvert
43574,SCBar28,45.74825,-122.44158,1,Culvert
42406,1320176,45.745586,-122.620523,1,Culvert
43575,SCBar25,45.748369,-122.472219,1,Culvert
213040,132191513N,45.7502727,-122.3930741,1,Culvert
14060,992875,45.7653961,-121.20646669999999,1,Culvert
41965,1510060,45.76434,-121.45487,1,Culvert
14061,992876,45.7661934,-121.2058563,1,Culvert
42489,1320202,45.7494,-122.61786,1,Culvert
14062,992877,45.7670975,-121.20536800000001,1,Culvert
213042,132191513F,45.7532661,-122.4195036,1,Culvert
42676,SCWC13,45.75213,-122.48682,1,Culvert
14063,992878,45.7674751,-121.2052689,1,Culvert
14064,992879,45.768074,-121.2052994,1,Culvert
41732,931785,45.74950804,-122.66723928,1,Culvert
41733,931784,45.74966748,-122.66715306,1,Culvert
41734,931783,45.7498816,-122.66709288,1,Culvert
43576,SCBar24,45.752998,-122.501009,1,Culvert
42407,1320177,45.75102,-122.61883,1,Culvert
14065,992880,45.7687035,-121.2056274,1,Culvert
41489,931559,45.75046,-122.66058,1,Culvert
213043,132191513J,45.7549997,-122.4135655,1,Culvert
41674,931731,45.75071483,-122.6530839,1,Culvert
43577,SCBar27,45.754483,-122.451579,1,Culvert
41675,931735,45.75077908,-122.66008138,1,Culvert
41735,931782,45.75067322,-122.66604293,1,Culvert
41677,931726,45.75001069,-122.71316184,1,Culvert
41726,931732,45.75131103,-122.65355832,1,Culvert
14066,992881,45.7697487,-121.206604,1,Culvert
191156,1320378,45.750307,-122.711808,1,Culvert
41727,931736,45.75141252,-122.66457395,1,Culvert
213044,132191513E,45.7557971,-122.4231599,1,Culvert
14067,992882,45.7701836,-121.2075729,1,Culvert
14068,992883,45.7703438,-121.2092361,1,Culvert
14069,992884,45.7710915,-121.2116852,1,Culvert
41728,931737,45.7525854,-122.67003652,1,Culvert
42408,1320178,45.7537,-122.62054,1,Culvert
14070,992885,45.7718163,-121.2129974,1,Culvert
41729,931738,45.75361668,-122.67129714,1,Culvert
14071,992886,45.7732582,-121.2129364,1,Culvert
213046,132191513B,45.7589973,-122.432998,1,Culvert
41679,931729,45.75353574,-122.74402068,1,Culvert
213047,132191513D,45.7595507,-122.4191748,1,Culvert
41966,1510061,45.77244,-121.5408,1,Culvert
42663,SCWC20,45.7607598,-122.4310298,1,Culvert
213048,132191513C,45.7613694,-122.4210222,1,Culvert
213049,132191513L,45.7618925,-122.3941009,1,Culvert
212201,700235,45.7565054,-122.7066037,1,Culvert
14072,992887,45.7759972,-121.2111588,1,Culvert
212202,700234,45.7568375,-122.7061274,1,Culvert
213050,132191513M,45.7625504,-122.3937551,1,Culvert
14073,992888,45.7772255,-121.2097397,1,Culvert
54644,132142002,45.7582957,-122.6976262,1,Culvert
41971,1510066,45.774636,-121.57163,1,Culvert
191159,1320377,45.7582975,-122.7040972,1,Culvert
42413,1320179,45.760305,-122.625608,1,Culvert
14074,992889,45.7781487,-121.2086563,1,Culvert
191160,1320375,45.759758,-122.6822742,1,Culvert
17815,997196,45.7601049,-122.6653176,1,Culvert
42664,SCWC07,45.76463,-122.42186,1,Culvert
37601,930223,45.76048283,-122.66521617,1,Culvert
42415,1320188,45.76201,-122.59602,1,Culvert
42456,1320182,45.76153,-122.62796,1,Culvert
37600,930222,45.76140957,-122.66534196,1,Culvert
37599,930221,45.76150658,-122.66436496,1,Culvert
37596,930131,45.7615341,-122.66427899,1,Culvert
37593,930032,45.76170629,-122.66409577,1,Culvert
14075,992890,45.7804108,-121.2077255,1,Culvert
13059,991877,45.7619858,-122.6614609,1,Culvert
43578,SCBar31,45.76509,-122.50046,1,Culvert
41970,1510065,45.778219,-121.567697,1,Culvert
43579,SCBar44,45.76602,-122.48121,1,Culvert
41930,1510022,45.77876,-121.532358,1,Culvert
191161,1320376,45.7625397,-122.6821733,1,Culvert
43580,SCBar23,45.765255,-122.537153,1,Culvert
15632,994626,45.7629405,-122.66063499,1,Culvert
43581,SCBar32,45.76597,-122.50044,1,Culvert
14076,992891,45.7815132,-121.2075577,1,Culvert
159712,132171065B,45.7622248,-122.7217454,1,Culvert
159713,132171065A,45.7622914,-122.7220366,1,Culvert
159714,132171065C,45.7623952,-122.7223469,1,Culvert
159715,132171065D,45.7624212,-122.7229412,1,Culvert
37602,930138,45.76390987,-122.66053619,1,Culvert
43582,SCBar30,45.76687,-122.50025,1,Culvert
14077,992892,45.7829666,-121.2072449,1,Culvert
42417,1320185,45.76563,-122.61142,1,Culvert
42418,1320181,45.76535,-122.62632,1,Culvert
37603,930137,45.76512978,-122.66084407,1,Culvert
14078,992893,45.7836876,-121.2069473,1,Culvert
43583,SCBar34,45.769868,-122.459101,1,Culvert
43584,SCBar33,45.770077,-122.459089,1,Culvert
43585,SCBar35,45.770077,-122.459089,1,Culvert
17911,997379,45.76680438,-122.6616874,1,Culvert
64836,600206,45.779634,-121.907837,1,Culvert
17912,997380,45.76786149,-122.66168439,1,Culvert
42665,SCWC06,45.77232,-122.4244,1,Culvert
42666,SCWC17,45.77271,-122.42965,1,Culvert
37502,930136,45.76875121,-122.6628384,1,Culvert
13027,991843,45.7687683,-122.6680222,1,Culvert
42667,SCWC09,45.77371,-122.42918,1,Culvert
43586,SCBar36,45.773627,-122.436246,1,Culvert
43431,132121872,45.7858,-121.52705,1,Culvert
