ua_dist,ua_nn_name,uc_dist,uc_nn_name
30864.5323945466,"Salem, OR Urbanized Area",18783.842107687706,"Stayton, OR Urban Cluster"
35852.28144278312,"Salem, OR Urbanized Area",23776.069029526654,"Stayton, OR Urban Cluster"
35085.8082072046,"Salem, OR Urbanized Area",23012.838950647107,"Stayton, OR Urban Cluster"
31021.65001927976,"Salem, OR Urbanized Area",18937.807345632074,"Stayton, OR Urban Cluster"
35240.43605576236,"Salem, OR Urbanized Area",23169.43447946688,"Stayton, OR Urban Cluster"
31081.49431649027,"Salem, OR Urbanized Area",18997.60054546869,"Stayton, OR Urban Cluster"
35944.78524606335,"Salem, OR Urbanized Area",23877.37262100152,"Stayton, OR Urban Cluster"
28961.329723924715,"Salem, OR Urbanized Area",16882.859967113764,"Stayton, OR Urban Cluster"
30800.88318935747,"Salem, OR Urbanized Area",18721.258352039706,"Stayton, OR Urban Cluster"
28107.797702847376,"Salem, OR Urbanized Area",16038.37266039659,"Stayton, OR Urban Cluster"
30308.387440864964,"Salem, OR Urbanized Area",18226.479955714676,"Stayton, OR Urban Cluster"
29909.979875906403,"Salem, OR Urbanized Area",17829.763777238943,"Stayton, OR Urban Cluster"
36352.04595682127,"Salem, OR Urbanized Area",24271.65240092028,"Stayton, OR Urban Cluster"
29191.360587970747,"Salem, OR Urbanized Area",17109.73375160706,"Stayton, OR Urban Cluster"
29265.580588210032,"Salem, OR Urbanized Area",17184.84663167775,"Stayton, OR Urban Cluster"
31108.879353346474,"Salem, OR Urbanized Area",19025.987174753664,"Stayton, OR Urban Cluster"
30673.55028526855,"Salem, OR Urbanized Area",18590.84374477414,"Stayton, OR Urban Cluster"
35274.56755894804,"Salem, OR Urbanized Area",23197.181219035825,"Stayton, OR Urban Cluster"
28336.952756795134,"Salem, OR Urbanized Area",16264.416064003359,"Stayton, OR Urban Cluster"
31051.373892401218,"Salem, OR Urbanized Area",18968.909177894242,"Stayton, OR Urban Cluster"
35109.32870846044,"Salem, OR Urbanized Area",23036.64962648915,"Stayton, OR Urban Cluster"
35547.962871549134,"Salem, OR Urbanized Area",23478.60723067339,"Stayton, OR Urban Cluster"
29060.01971913679,"Salem, OR Urbanized Area",16982.16323698029,"Stayton, OR Urban Cluster"
29060.01971913679,"Salem, OR Urbanized Area",16982.16323698029,"Stayton, OR Urban Cluster"
30988.58674443279,"Salem, OR Urbanized Area",18906.42360801211,"Stayton, OR Urban Cluster"
29608.009882525952,"Salem, OR Urbanized Area",17527.48159150561,"Stayton, OR Urban Cluster"
30126.166534250893,"Salem, OR Urbanized Area",18046.149712656716,"Stayton, OR Urban Cluster"
30463.246353235718,"Salem, OR Urbanized Area",18380.67057716844,"Stayton, OR Urban Cluster"
36552.38986778861,"Salem, OR Urbanized Area",24473.878112341266,"Stayton, OR Urban Cluster"
30917.83615911086,"Salem, OR Urbanized Area",18836.01623146219,"Stayton, OR Urban Cluster"
18026.790036221664,"Corvallis, OR Urbanized Area",18026.790036221664,"Corvallis, OR Urbanized Area"
20016.288144682985,"Corvallis, OR Urbanized Area",20016.288144682985,"Corvallis, OR Urbanized Area"
23631.62562588403,"Eugene, OR Urbanized Area",19362.02474784164,"Junction City, OR Urban Cluster"
23403.14095247683,"Eugene, OR Urbanized Area",19110.86159659197,"Junction City, OR Urban Cluster"
22901.385311704795,"Eugene, OR Urbanized Area",18537.34471757351,"Junction City, OR Urban Cluster"
7152.81298670652,"Eugene, OR Urbanized Area",7152.81298670652,"Eugene, OR Urbanized Area"
7740.326291933822,"Eugene, OR Urbanized Area",7740.326291933822,"Eugene, OR Urbanized Area"
16420.3432659324,"Eugene, OR Urbanized Area",14037.872954854272,"Harrisburg, OR Urban Cluster"
18326.427807329026,"Eugene, OR Urbanized Area",17276.471208684525,"Harrisburg, OR Urban Cluster"
32019.72959852935,"Salem, OR Urbanized Area",11231.79794163129,"Sheridan, OR Urban Cluster"
53300.630430635196,"Longview, WA--OR Urbanized Area",16587.11918416624,"Seaside, OR Urban Cluster"
66156.51928635819,"Longview, WA--OR Urbanized Area",4244.84206192247,"Seaside, OR Urban Cluster"
67108.76179398778,"Longview, WA--OR Urbanized Area",3590.2019440936365,"Seaside, OR Urban Cluster"
67369.32879519234,"Longview, WA--OR Urbanized Area",3083.1982778147044,"Seaside, OR Urban Cluster"
67557.23566713955,"Longview, WA--OR Urbanized Area",3312.9202773629663,"Seaside, OR Urban Cluster"
66918.12152021565,"Longview, WA--OR Urbanized Area",4152.495850795135,"Seaside, OR Urban Cluster"
67426.4645295679,"Longview, WA--OR Urbanized Area",3242.8040441770872,"Seaside, OR Urban Cluster"
67626.22946688319,"Longview, WA--OR Urbanized Area",3423.7063507895073,"Seaside, OR Urban Cluster"
67349.16292409773,"Longview, WA--OR Urbanized Area",3293.345583142009,"Seaside, OR Urban Cluster"
64604.16467188021,"Longview, WA--OR Urbanized Area",6937.687698976484,"Seaside, OR Urban Cluster"
59079.705445404375,"Longview, WA--OR Urbanized Area",13904.85506808206,"Seaside, OR Urban Cluster"
51787.59728490222,"Longview, WA--OR Urbanized Area",20971.253607164996,"Seaside, OR Urban Cluster"
46207.0580147448,"Longview, WA--OR Urbanized Area",29185.956231645574,"Seaside, OR Urban Cluster"
69135.20783411933,"Longview, WA--OR Urbanized Area",691.6407455898878,"Seaside, OR Urban Cluster"
68278.72833793296,"Longview, WA--OR Urbanized Area",1067.6418333598674,"Seaside, OR Urban Cluster"
69252.68697456249,"Longview, WA--OR Urbanized Area",547.4355030500885,"Seaside, OR Urban Cluster"
62934.968581566725,"Longview, WA--OR Urbanized Area",13570.86021405076,"Seaside, OR Urban Cluster"
62925.30594697504,"Portland, OR--WA Urbanized Area",13674.086541584404,"Seaside, OR Urban Cluster"
62896.673453882766,"Longview, WA--OR Urbanized Area",13547.397619241807,"Seaside, OR Urban Cluster"
62950.16187389197,"Longview, WA--OR Urbanized Area",13551.811129958052,"Seaside, OR Urban Cluster"
63018.52154686563,"Portland, OR--WA Urbanized Area",13555.274991726137,"Seaside, OR Urban Cluster"
62940.48156637528,"Longview, WA--OR Urbanized Area",13556.26077769006,"Seaside, OR Urban Cluster"
63288.43167711147,"Portland, OR--WA Urbanized Area",13327.118909635888,"Seaside, OR Urban Cluster"
67588.98648331506,"Longview, WA--OR Urbanized Area",6634.874094963064,"Seaside, OR Urban Cluster"
67483.9642547312,"Longview, WA--OR Urbanized Area",7153.300834637636,"Seaside, OR Urban Cluster"
69144.89595754271,"Longview, WA--OR Urbanized Area",7049.889503214865,"Seaside, OR Urban Cluster"
70040.1105433403,"Longview, WA--OR Urbanized Area",2925.43794542566,"Seaside, OR Urban Cluster"
70585.1743160573,"Longview, WA--OR Urbanized Area",2495.3579684220226,"Seaside, OR Urban Cluster"
56752.261917235104,"Portland, OR--WA Urbanized Area",8654.92646826047,"Tillamook, OR Urban Cluster"
57014.93856598302,"Portland, OR--WA Urbanized Area",8713.570065836675,"Tillamook, OR Urban Cluster"
58452.16791475366,"Portland, OR--WA Urbanized Area",2941.679890527746,"Tillamook, OR Urban Cluster"
59048.381241670686,"Portland, OR--WA Urbanized Area",3603.8281830616143,"Tillamook, OR Urban Cluster"
58413.30167916176,"Portland, OR--WA Urbanized Area",2916.9345904911747,"Tillamook, OR Urban Cluster"
59559.433239373495,"Portland, OR--WA Urbanized Area",4120.593802078235,"Tillamook, OR Urban Cluster"
58475.05806468734,"Portland, OR--WA Urbanized Area",2966.776305185019,"Tillamook, OR Urban Cluster"
59496.401520516025,"Portland, OR--WA Urbanized Area",4089.087013024638,"Tillamook, OR Urban Cluster"
69094.0869071278,"Portland, OR--WA Urbanized Area",18199.859563223257,"Seaside, OR Urban Cluster"
69084.24874349052,"Portland, OR--WA Urbanized Area",18225.44663536116,"Seaside, OR Urban Cluster"
68624.0178153195,"Portland, OR--WA Urbanized Area",18527.737103683485,"Seaside, OR Urban Cluster"
68947.35789255238,"Portland, OR--WA Urbanized Area",18412.49928603314,"Seaside, OR Urban Cluster"
70569.75938774955,"Grants Pass, OR Urbanized Area",26509.08796682359,"Coquille, OR Urban Cluster"
63059.87634751513,"Portland, OR--WA Urbanized Area",21972.528078527983,"Seaside, OR Urban Cluster"
61184.64828556474,"Portland, OR--WA Urbanized Area",23315.97868845991,"Seaside, OR Urban Cluster"
3853.0139121245697,"Grants Pass, OR Urbanized Area",3853.0139121245697,"Grants Pass, OR Urbanized Area"
5337.245093243056,"Grants Pass, OR Urbanized Area",5337.245093243056,"Grants Pass, OR Urbanized Area"
17220.163780797146,"Longview, WA--OR Urbanized Area",17220.163780797146,"Longview, WA--OR Urbanized Area"
33721.12094507619,"Eugene, OR Urbanized Area",27245.73831983875,"Veneta, OR Urban Cluster"
33002.690297243316,"Eugene, OR Urbanized Area",26454.843141843055,"Veneta, OR Urban Cluster"
17902.113516282123,"Albany, OR Urbanized Area",3096.8681967545563,"Lebanon, OR Urban Cluster"
60637.47093994342,"Eugene, OR Urbanized Area",8923.723563154012,"Sutherlin, OR Urban Cluster"
60903.69016884541,"Eugene, OR Urbanized Area",8487.175094489487,"Sutherlin, OR Urban Cluster"
60996.90569408319,"Eugene, OR Urbanized Area",8348.440242501056,"Sutherlin, OR Urban Cluster"
60328.812270416645,"Eugene, OR Urbanized Area",10938.567833638355,"Sutherlin, OR Urban Cluster"
60866.13229740079,"Eugene, OR Urbanized Area",9398.712524192102,"Sutherlin, OR Urban Cluster"
55384.30170657442,"Eugene, OR Urbanized Area",26105.551996826096,"Sutherlin, OR Urban Cluster"
38349.44684737293,"Grants Pass, OR Urbanized Area",16768.847718859914,"Tri-City--Myrtle Creek, OR Urban Cluster"
28738.839215720636,"Grants Pass, OR Urbanized Area",16827.23539670951,"Tri-City--Myrtle Creek, OR Urban Cluster"
30743.55040311051,"Grants Pass, OR Urbanized Area",14709.44476444929,"Tri-City--Myrtle Creek, OR Urban Cluster"
29453.35796784753,"Grants Pass, OR Urbanized Area",16561.601066831336,"Tri-City--Myrtle Creek, OR Urban Cluster"
28848.68130841948,"Grants Pass, OR Urbanized Area",16716.25627834955,"Tri-City--Myrtle Creek, OR Urban Cluster"
48613.657733853775,"Eugene, OR Urbanized Area",16368.089985793933,"Sutherlin, OR Urban Cluster"
50553.25347668818,"Eugene, OR Urbanized Area",13987.10513554989,"Sutherlin, OR Urban Cluster"
64554.162786819965,"Grants Pass, OR Urbanized Area",8307.455983605607,"Roseburg, OR Urban Cluster"
43097.00300494457,"Grants Pass, OR Urbanized Area",2548.3978816415583,"Tri-City--Myrtle Creek, OR Urban Cluster"
24349.591573733556,"Eugene, OR Urbanized Area",11069.073706930196,"Cottage Grove, OR Urban Cluster"
23809.01291274777,"Eugene, OR Urbanized Area",10722.805280482993,"Cottage Grove, OR Urban Cluster"
23809.01291274777,"Eugene, OR Urbanized Area",10722.805280482993,"Cottage Grove, OR Urban Cluster"
57454.065844548095,"Portland, OR--WA Urbanized Area",19141.48322079854,"Seaside, OR Urban Cluster"
58913.51629413619,"Portland, OR--WA Urbanized Area",23440.85592150478,"Tillamook, OR Urban Cluster"
37756.21072118652,"Longview, WA--OR Urbanized Area",35565.381864312,"Seaside, OR Urban Cluster"
38252.70947687707,"Longview, WA--OR Urbanized Area",34532.03168189474,"Astoria, OR Urban Cluster"
34264.166944157594,"Longview, WA--OR Urbanized Area",32815.384676541995,"Astoria, OR Urban Cluster"
33119.775909384785,"Longview, WA--OR Urbanized Area",33119.775909384785,"Longview, WA--OR Urbanized Area"
33817.149774088,"Longview, WA--OR Urbanized Area",33817.149774088,"Longview, WA--OR Urbanized Area"
33900.84777868804,"Longview, WA--OR Urbanized Area",33900.84777868804,"Longview, WA--OR Urbanized Area"
34015.471695584274,"Longview, WA--OR Urbanized Area",32293.025848950783,"Astoria, OR Urban Cluster"
34895.26399397006,"Longview, WA--OR Urbanized Area",33667.98220915493,"Astoria, OR Urban Cluster"
34728.560994285115,"Longview, WA--OR Urbanized Area",34199.441663152305,"Astoria, OR Urban Cluster"
34457.70574477666,"Longview, WA--OR Urbanized Area",33693.25500660168,"Astoria, OR Urban Cluster"
33776.21227164713,"Longview, WA--OR Urbanized Area",33776.21227164713,"Longview, WA--OR Urbanized Area"
33569.64480310042,"Longview, WA--OR Urbanized Area",33086.37302420752,"Astoria, OR Urban Cluster"
36125.141386563395,"Longview, WA--OR Urbanized Area",29115.563845228593,"Astoria, OR Urban Cluster"
35336.42802600252,"Longview, WA--OR Urbanized Area",33150.18404469603,"Astoria, OR Urban Cluster"
34925.93724932008,"Longview, WA--OR Urbanized Area",34017.461597061505,"Astoria, OR Urban Cluster"
34828.20156830051,"Longview, WA--OR Urbanized Area",33759.00825894481,"Astoria, OR Urban Cluster"
33675.766865544334,"Longview, WA--OR Urbanized Area",31775.077073389373,"Astoria, OR Urban Cluster"
33671.24819649322,"Longview, WA--OR Urbanized Area",29762.75499160799,"Astoria, OR Urban Cluster"
35454.80119567619,"Longview, WA--OR Urbanized Area",32661.50068647844,"Astoria, OR Urban Cluster"
60216.20916563214,"Portland, OR--WA Urbanized Area",16376.080288636462,"Seaside, OR Urban Cluster"
60106.871631084876,"Portland, OR--WA Urbanized Area",16509.13218145125,"Seaside, OR Urban Cluster"
14415.061983388043,"Longview, WA--OR Urbanized Area",14415.061983388043,"Longview, WA--OR Urbanized Area"
22098.027288246507,"Longview, WA--OR Urbanized Area",22098.027288246507,"Longview, WA--OR Urbanized Area"
22323.961837417668,"Longview, WA--OR Urbanized Area",22323.961837417668,"Longview, WA--OR Urbanized Area"
29506.146044280722,"Longview, WA--OR Urbanized Area",29485.41644749885,"St. Helens, OR Urban Cluster"
29531.812752758753,"Longview, WA--OR Urbanized Area",29510.401158706034,"St. Helens, OR Urban Cluster"
19800.62374829365,"Portland, OR--WA Urbanized Area",4135.860925086362,"St. Helens, OR Urban Cluster"
19800.62374829365,"Portland, OR--WA Urbanized Area",4135.860925086362,"St. Helens, OR Urban Cluster"
19800.62374829365,"Portland, OR--WA Urbanized Area",4135.860925086362,"St. Helens, OR Urban Cluster"
21145.17674866436,"Portland, OR--WA Urbanized Area",5618.760540494776,"St. Helens, OR Urban Cluster"
3478.3570912109385,"Portland, OR--WA Urbanized Area",2121.2244788750577,"St. Helens, OR Urban Cluster"
21303.348817466525,"Portland, OR--WA Urbanized Area",12472.915919388364,"St. Helens, OR Urban Cluster"
59933.280916521755,"Salem, OR Urbanized Area",13608.274392828234,"Lincoln City, OR Urban Cluster"
59669.80092323255,"Salem, OR Urbanized Area",13340.256698183806,"Lincoln City, OR Urban Cluster"
34120.494541267115,"Corvallis, OR Urbanized Area",26465.732814718733,"Dallas, OR Urban Cluster"
35248.233949766436,"Corvallis, OR Urbanized Area",27108.033177713125,"Dallas, OR Urban Cluster"
35477.51826785815,"Corvallis, OR Urbanized Area",26063.763145119305,"Dallas, OR Urban Cluster"
35122.2646033198,"Corvallis, OR Urbanized Area",27435.68826798752,"Dallas, OR Urban Cluster"
35249.98809294076,"Corvallis, OR Urbanized Area",27682.492114029857,"Dallas, OR Urban Cluster"
35278.14532154866,"Corvallis, OR Urbanized Area",27338.566163364394,"Dallas, OR Urban Cluster"
34541.48946564985,"Corvallis, OR Urbanized Area",25579.51949394609,"Dallas, OR Urban Cluster"
33962.87092126398,"Corvallis, OR Urbanized Area",22855.48104288999,"Toledo, OR Urban Cluster"
37865.95103323058,"Corvallis, OR Urbanized Area",26659.957441565668,"Dallas, OR Urban Cluster"
37921.257527349306,"Corvallis, OR Urbanized Area",26158.459670291708,"Dallas, OR Urban Cluster"
33732.040789250896,"Corvallis, OR Urbanized Area",21316.580914693182,"Dallas, OR Urban Cluster"
33811.581700990384,"Corvallis, OR Urbanized Area",21398.15802236514,"Dallas, OR Urban Cluster"
22954.949664111562,"Portland, OR--WA Urbanized Area",10185.961972526382,"Estacada, OR Urban Cluster"
21737.738959884256,"Portland, OR--WA Urbanized Area",8511.742105575913,"Estacada, OR Urban Cluster"
21737.738959884256,"Portland, OR--WA Urbanized Area",8511.742105575913,"Estacada, OR Urban Cluster"
22195.025490576718,"Portland, OR--WA Urbanized Area",9641.368683860419,"Estacada, OR Urban Cluster"
21158.060902372767,"Portland, OR--WA Urbanized Area",9021.277814259049,"Estacada, OR Urban Cluster"
19159.091365477292,"Portland, OR--WA Urbanized Area",7163.426391616441,"Estacada, OR Urban Cluster"
22195.025490576718,"Portland, OR--WA Urbanized Area",9641.368683860419,"Estacada, OR Urban Cluster"
19890.281188512083,"Portland, OR--WA Urbanized Area",7769.776827416845,"Estacada, OR Urban Cluster"
22781.906521744,"Portland, OR--WA Urbanized Area",10050.035144909369,"Estacada, OR Urban Cluster"
22619.453740366764,"Portland, OR--WA Urbanized Area",10394.352971124268,"Estacada, OR Urban Cluster"
21158.060902372767,"Portland, OR--WA Urbanized Area",9021.277814259049,"Estacada, OR Urban Cluster"
19660.827386041747,"Portland, OR--WA Urbanized Area",7618.274105391236,"Estacada, OR Urban Cluster"
22691.31023866172,"Portland, OR--WA Urbanized Area",9971.8707065074,"Estacada, OR Urban Cluster"
22589.060835657685,"Portland, OR--WA Urbanized Area",9864.687928318433,"Estacada, OR Urban Cluster"
21737.738959884256,"Portland, OR--WA Urbanized Area",8511.742105575913,"Estacada, OR Urban Cluster"
67285.5876334803,"Portland, OR--WA Urbanized Area",13350.584773846867,"Seaside, OR Urban Cluster"
67014.55010419566,"Portland, OR--WA Urbanized Area",13822.244235180202,"Seaside, OR Urban Cluster"
48996.45993964837,"Longview, WA--OR Urbanized Area",10943.824895165015,"Astoria, OR Urban Cluster"
48511.700069844104,"Longview, WA--OR Urbanized Area",11555.799634463528,"Astoria, OR Urban Cluster"
59813.29572564688,"Longview, WA--OR Urbanized Area",12457.598402058127,"Seaside, OR Urban Cluster"
43593.954444738614,"Longview, WA--OR Urbanized Area",23072.9986587619,"Astoria, OR Urban Cluster"
44709.866980580904,"Longview, WA--OR Urbanized Area",22601.832874819323,"Astoria, OR Urban Cluster"
44993.17921593795,"Longview, WA--OR Urbanized Area",22561.386729616017,"Astoria, OR Urban Cluster"
44479.94622182362,"Longview, WA--OR Urbanized Area",22674.29645168099,"Astoria, OR Urban Cluster"
54686.72238522715,"Longview, WA--OR Urbanized Area",9350.762147037804,"Astoria, OR Urban Cluster"
44935.02152326299,"Longview, WA--OR Urbanized Area",24902.28036198155,"Astoria, OR Urban Cluster"
68715.96078001145,"Portland, OR--WA Urbanized Area",8834.358435816403,"Seaside, OR Urban Cluster"
68348.0092745185,"Portland, OR--WA Urbanized Area",9435.96397045749,"Seaside, OR Urban Cluster"
50344.84711137647,"Longview, WA--OR Urbanized Area",24918.80794180309,"Seaside, OR Urban Cluster"
52738.53236652094,"Longview, WA--OR Urbanized Area",25075.164334619607,"Seaside, OR Urban Cluster"
52129.03476106302,"Longview, WA--OR Urbanized Area",23347.580839649196,"Seaside, OR Urban Cluster"
50175.883392690936,"Longview, WA--OR Urbanized Area",25013.108731061227,"Seaside, OR Urban Cluster"
50538.840629933155,"Longview, WA--OR Urbanized Area",24488.375276619412,"Seaside, OR Urban Cluster"
52129.03476106302,"Longview, WA--OR Urbanized Area",23347.580839649196,"Seaside, OR Urban Cluster"
12873.03465497756,"Portland, OR--WA Urbanized Area",7386.762853377932,"Carlton, OR Urban Cluster"
23308.023253750383,"Portland, OR--WA Urbanized Area",18664.79171079083,"Carlton, OR Urban Cluster"
23722.219780251886,"Portland, OR--WA Urbanized Area",18891.855016581765,"Carlton, OR Urban Cluster"
23394.595997573753,"Portland, OR--WA Urbanized Area",18735.085475171603,"Carlton, OR Urban Cluster"
22751.930152769353,"Portland, OR--WA Urbanized Area",18236.407370384633,"Carlton, OR Urban Cluster"
23013.442958171134,"Portland, OR--WA Urbanized Area",18358.81928859432,"Carlton, OR Urban Cluster"
22675.445326658155,"Portland, OR--WA Urbanized Area",18153.288050862437,"Carlton, OR Urban Cluster"
23343.63354834264,"Portland, OR--WA Urbanized Area",18690.281546538637,"Carlton, OR Urban Cluster"
23711.917353168097,"Salem, OR Urbanized Area",56.743965495421335,"McMinnville, OR Urban Cluster"
23173.12381580977,"Portland, OR--WA Urbanized Area",18529.00310155312,"Carlton, OR Urban Cluster"
22956.753347425958,"Portland, OR--WA Urbanized Area",18328.492923661095,"Carlton, OR Urban Cluster"
24073.4693803692,"Portland, OR--WA Urbanized Area",19125.171238573177,"Carlton, OR Urban Cluster"
23665.03013617828,"Portland, OR--WA Urbanized Area",18865.164578919437,"Carlton, OR Urban Cluster"
23510.367539229315,"Portland, OR--WA Urbanized Area",18831.783532120942,"Carlton, OR Urban Cluster"
23758.68993014805,"Portland, OR--WA Urbanized Area",18908.10423455652,"Carlton, OR Urban Cluster"
23271.967232520557,"Portland, OR--WA Urbanized Area",18602.6680099032,"Carlton, OR Urban Cluster"
23580.967979799323,"Portland, OR--WA Urbanized Area",18805.63561243364,"Carlton, OR Urban Cluster"
23566.76619062032,"Portland, OR--WA Urbanized Area",18812.539753192992,"Carlton, OR Urban Cluster"
23421.45684420043,"Portland, OR--WA Urbanized Area",18767.931061601772,"Carlton, OR Urban Cluster"
23520.3205389457,"Portland, OR--WA Urbanized Area",18809.73521294173,"Carlton, OR Urban Cluster"
22803.495630338683,"Portland, OR--WA Urbanized Area",18251.820426157403,"Carlton, OR Urban Cluster"
23872.711275686448,"Portland, OR--WA Urbanized Area",18958.261283062053,"Carlton, OR Urban Cluster"
30924.931181310985,"Portland, OR--WA Urbanized Area",18933.79104659496,"Molalla, OR Urban Cluster"
30924.931181310985,"Portland, OR--WA Urbanized Area",18933.79104659496,"Molalla, OR Urban Cluster"
38760.98059062558,"Albany, OR Urbanized Area",21052.64545345287,"Sweet Home, OR Urban Cluster"
36913.041651767315,"Albany, OR Urbanized Area",20654.176082656384,"Sweet Home, OR Urban Cluster"
35562.64282467264,"Albany, OR Urbanized Area",20449.215581975426,"Sweet Home, OR Urban Cluster"
36632.45203984548,"Albany, OR Urbanized Area",20555.637416516944,"Sweet Home, OR Urban Cluster"
38816.758705543936,"Albany, OR Urbanized Area",20721.058653779237,"Sweet Home, OR Urban Cluster"
38639.272875849485,"Albany, OR Urbanized Area",21257.45560398956,"Sweet Home, OR Urban Cluster"
36339.52767122795,"Albany, OR Urbanized Area",20479.85928355343,"Sweet Home, OR Urban Cluster"
36131.40923945639,"Albany, OR Urbanized Area",20529.298377390438,"Sweet Home, OR Urban Cluster"
37977.09543896126,"Albany, OR Urbanized Area",21586.263892413484,"Sweet Home, OR Urban Cluster"
37068.745907772805,"Albany, OR Urbanized Area",21198.653758443616,"Sweet Home, OR Urban Cluster"
35854.50546560343,"Albany, OR Urbanized Area",20519.992177310727,"Sweet Home, OR Urban Cluster"
38442.43819102577,"Albany, OR Urbanized Area",20734.173127381328,"Sweet Home, OR Urban Cluster"
39732.63880855473,"Albany, OR Urbanized Area",20533.18946551262,"Sweet Home, OR Urban Cluster"
38508.21074596997,"Albany, OR Urbanized Area",21358.680860743556,"Sweet Home, OR Urban Cluster"
35970.05347747739,"Albany, OR Urbanized Area",20540.78664906372,"Sweet Home, OR Urban Cluster"
36285.73333467251,"Albany, OR Urbanized Area",20509.525050684337,"Sweet Home, OR Urban Cluster"
36015.37812402267,"Albany, OR Urbanized Area",20488.75827431723,"Sweet Home, OR Urban Cluster"
36953.97861345432,"Albany, OR Urbanized Area",20705.43659770998,"Sweet Home, OR Urban Cluster"
37140.73900809391,"Albany, OR Urbanized Area",21371.585085665774,"Sweet Home, OR Urban Cluster"
39580.84167311407,"Albany, OR Urbanized Area",20171.363158287175,"Sweet Home, OR Urban Cluster"
39599.43354752371,"Albany, OR Urbanized Area",20622.396774716995,"Sweet Home, OR Urban Cluster"
37347.5712184203,"Albany, OR Urbanized Area",21987.894871347402,"Sweet Home, OR Urban Cluster"
38182.53592950637,"Albany, OR Urbanized Area",21539.852692914737,"Sweet Home, OR Urban Cluster"
37400.55551156667,"Albany, OR Urbanized Area",21981.969272103564,"Sweet Home, OR Urban Cluster"
37717.06924478521,"Albany, OR Urbanized Area",21841.154206101517,"Sweet Home, OR Urban Cluster"
38654.01311912525,"Albany, OR Urbanized Area",21229.431478909228,"Sweet Home, OR Urban Cluster"
39587.55231707078,"Albany, OR Urbanized Area",20132.322550839082,"Sweet Home, OR Urban Cluster"
38376.4164337231,"Albany, OR Urbanized Area",20875.399085743193,"Sweet Home, OR Urban Cluster"
39733.92515028258,"Albany, OR Urbanized Area",20571.385015589054,"Sweet Home, OR Urban Cluster"
37446.37822121207,"Albany, OR Urbanized Area",21540.294452379127,"Sweet Home, OR Urban Cluster"
35877.19449629136,"Albany, OR Urbanized Area",20544.07504341586,"Sweet Home, OR Urban Cluster"
37987.92867650682,"Albany, OR Urbanized Area",21511.937147874767,"Sweet Home, OR Urban Cluster"
36787.03654968396,"Albany, OR Urbanized Area",20661.343389890782,"Sweet Home, OR Urban Cluster"
25858.390842726967,"Corvallis, OR Urbanized Area",25858.390842726967,"Corvallis, OR Urbanized Area"
27040.50300916583,"Corvallis, OR Urbanized Area",27040.50300916583,"Corvallis, OR Urbanized Area"
26763.127950315324,"Eugene, OR Urbanized Area",4022.439263320624,"Cottage Grove, OR Urban Cluster"
20101.3186974452,"Eugene, OR Urbanized Area",16735.71603561211,"Sweet Home, OR Urban Cluster"
20796.6323102241,"Eugene, OR Urbanized Area",15842.45703958555,"Sweet Home, OR Urban Cluster"
19873.42540180479,"Eugene, OR Urbanized Area",16797.4585380899,"Sweet Home, OR Urban Cluster"
19918.86503587968,"Eugene, OR Urbanized Area",16826.380503842014,"Sweet Home, OR Urban Cluster"
23458.713111454395,"Corvallis, OR Urbanized Area",17008.024865881158,"Junction City, OR Urban Cluster"
0,"Corvallis, OR Urbanized Area",0,"Corvallis, OR Urbanized Area"
15544.51807540505,"Portland, OR--WA Urbanized Area",3981.2095139497947,"Molalla, OR Urban Cluster"
15779.805837982363,"Portland, OR--WA Urbanized Area",12164.20582939209,"Molalla, OR Urban Cluster"
14980.934828858066,"Portland, OR--WA Urbanized Area",5049.872253330929,"Molalla, OR Urban Cluster"
17403.367771462512,"Portland, OR--WA Urbanized Area",11835.845636985085,"Molalla, OR Urban Cluster"
19243.888636370644,"Portland, OR--WA Urbanized Area",7432.2471020076755,"Molalla, OR Urban Cluster"
18796.5326077264,"Portland, OR--WA Urbanized Area",7363.940790460404,"Molalla, OR Urban Cluster"
18453.531646061554,"Portland, OR--WA Urbanized Area",4992.713621369936,"Estacada, OR Urban Cluster"
84020.33519672095,"Grants Pass, OR Urbanized Area",31790.927131937955,"Bandon, OR Urban Cluster"
75570.46577721392,"Grants Pass, OR Urbanized Area",1777.864370533365,"Gold Beach, OR Urban Cluster"
88536.18858920703,"Grants Pass, OR Urbanized Area",4215.087248996713,"Coquille, OR Urban Cluster"
88560.63614067102,"Grants Pass, OR Urbanized Area",4165.677987294308,"Coquille, OR Urban Cluster"
89569.14944096495,"Grants Pass, OR Urbanized Area",3037.719760571205,"Coquille, OR Urban Cluster"
99519.83396933376,"Grants Pass, OR Urbanized Area",3589.527059862118,"Coquille, OR Urban Cluster"
11674.321287668594,"Corvallis, OR Urbanized Area",11674.321287668594,"Corvallis, OR Urbanized Area"
11319.281786716429,"Corvallis, OR Urbanized Area",11319.281786716429,"Corvallis, OR Urbanized Area"
22884.130491433578,"Corvallis, OR Urbanized Area",22884.130491433578,"Corvallis, OR Urbanized Area"
22820.969828575533,"Corvallis, OR Urbanized Area",22820.969828575533,"Corvallis, OR Urbanized Area"
24826.494386054124,"Corvallis, OR Urbanized Area",24826.494386054124,"Corvallis, OR Urbanized Area"
24826.494386054124,"Corvallis, OR Urbanized Area",24826.494386054124,"Corvallis, OR Urbanized Area"
38391.18597541417,"Corvallis, OR Urbanized Area",5214.974299741807,"Toledo, OR Urban Cluster"
