invent_id,blm,pv,stf,usfs,lg,br,pvi,pvn,bia,stp,water,und,st,fws,coe,stl,pvu,stw,bpa,dod,gsa,nps,tot,blm_prop,pv_prop,stf_prop,usfs_prop,lg_prop,br_prop,pvi_prop,pvn_prop,bia_prop,stp_prop,water_prop,und_prop,st_prop,fws_prop,coe_prop,stl_prop,pvu_prop,stw_prop,bpa_prop,dod_prop,gsa_prop,nps_prop,tot_prop
1,77733.568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77733.568,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2,223154.111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,223154.111,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3,282.049,37160.706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37442.755,0.00753280574573105,0.992467194254269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4,158559.90000000002,626631.2729999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,785191.173,0.20193795530607683,0.7980620446939232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
5,93415.916,691775.2579999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,785191.1739999999,0.1189721931336941,0.8810278068663059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6,390276.428,394914.746,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,785191.174,0.49704637663183926,0.5029536233681607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
7,3430.124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3430.124,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
8,2333.991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2333.991,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
9,25808.054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25808.054,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
10,88759.186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88759.186,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
11,3493.3109999999997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3493.3109999999997,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
12,345667.604,439523.569,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,785191.173,0.44023368561225534,0.5597663143877447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
13,266077.867,519113.307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,785191.174,0.33887017048920626,0.6611298295107937,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
14,19777.341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19777.341,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
15,21677.211,4284.839,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25962.05,0.8349576015761467,0.1650423984238533,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
16,22609.247,68500.818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91110.065,0.24815312117272662,0.7518468788272733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
17,14727.18,6815.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21543.05,0.6836162938859632,0.31638370611403677,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
19,2254.328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2254.328,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
20,112311.772,172964.669,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,285276.441,0.39369452172883773,0.6063054782711622,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
21,70850.466,237028.187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,307878.653,0.2301246458941731,0.769875354105827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
22,218607.97699999998,192105.041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,410713.018,0.5322645434141072,0.4677354565858928,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
23,190514.46099999998,244668.886,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,435183.34699999995,0.4377797595274251,0.5622202404725749,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
24,28383.901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28383.901,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
25,3129.815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3129.815,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
26,5463.109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5463.109,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
27,7866.969,9097.890000000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16964.859,0.463721449143786,0.5362785508562141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
28,20781.167999999998,171919.589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,192700.757,0.10784165212179211,0.8921583478782078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
29,35779.884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35779.884,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
30,50755.28,267746.623,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,318501.90300000005,0.15935628491362575,0.8406437150863741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
31,141317.78,4237.777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,145555.557,0.97088550181564,0.029114498184359943,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
32,66002.093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66002.093,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
33,624.868,24058.322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24683.19,0.025315528503406574,0.9746844714965935,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
34,646.2570000000001,45493.771,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46140.028,0.014006428431296142,0.9859935715687039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
35,17540.591,79359.67199999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96900.26299999999,0.18101695967533135,0.8189830403246686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
36,124300.41900000001,266029.823,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,390330.24199999997,0.31844936831720055,0.6815506316827995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
37,141181.808,253495.07799999998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,394676.88599999994,0.357714913155568,0.6422850868444321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
38,37707.248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37707.248,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
39,0.233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.233,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
40,0,32494.907,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32494.907,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
41,16.001,49161.662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49177.66299999999,3.253712971273158e-4,0.9996746287028727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
43,1190.216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1190.216,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
44,5.268,174.374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,179.642,0.029324990815065517,0.9706750091849344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
45,0,2559.922,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2559.922,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
46,152.046,35756.444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35908.490000000005,0.004234263261975092,0.9957657367380248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
47,80429.44499999999,5073.352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85502.79699999999,0.9406644907768339,0.05933550922316612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
48,97025.126,127068.85900000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,224093.98500000002,0.4329662217395081,0.567033778260492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
49,87702.538,273224.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,360927.408,0.24299218085427307,0.7570078191457269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
50,17021.998,250254.961,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,267276.95900000003,0.06368673926733803,0.9363132607326619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
51,6480.049,242152.511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,248632.56,0.02606275300387045,0.9739372469961296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
52,10920.108,132731.72199999998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,143651.83,0.07601788296048857,0.9239821170395114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
54,0,227.024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,227.024,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
55,0,1198.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1198.28,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
56,0,18922.666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18922.666,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
57,0,9479.545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9479.545,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
58,10606.757,26488.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37095.137,0.28593389478518433,0.7140661052148156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
59,143904.242,70149.36899999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,214053.61099999998,0.6722813099378174,0.32771869006218257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
60,714595.704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,714595.704,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
61,717209.373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,717209.373,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
62,742895.643,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,742895.643,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
63,314789.832,50943.822,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,365733.654,0.8607078636520554,0.13929213634794463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
64,23.897,16445.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16469.097,0.0014510206600884066,0.9985489793399115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
65,0,47788.365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47788.365,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
66,715620.1749999999,69570.99799999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,785191.173,0.911396102767956,0.08860389723204389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
67,785191.173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,785191.173,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
68,640003.118,145188.055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,785191.173,0.8150920947757522,0.18490790522424785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
69,143588.362,641602.811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,785191.173,0.1828705759024115,0.8171294240975886,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
70,701725.156,83466.018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,785191.174,0.8936997501197077,0.1063002498802922,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
71,75983.31700000001,709207.856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,785191.1730000001,0.09677046764253423,0.9032295323574657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
72,305477.00899999996,479714.164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,785191.173,0.38904794081275285,0.6109520591872472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
73,782817.822,2373.351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,785191.1730000001,0.9969773590411974,0.0030226409588025257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
74,785191.173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,785191.173,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
75,625789.081,159402.092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,785191.173,0.7969894498546535,0.2030105501453466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
76,483387.97,301803.204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,785191.174,0.6156309265901146,0.3843690734098853,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
77,35310.861000000004,176277.289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,211588.15,0.16688487044288636,0.8331151295571136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
78,11251.027,149901.341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,161152.368,0.06981608237987542,0.9301839176201245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
79,65732.278,91876.854,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157609.132,0.4170588161097163,0.5829411838902837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
80,155360.248,118234.949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,273595.197,0.5678471321994735,0.4321528678005265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
81,196543.938,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,196543.938,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
82,73915.37,1124.236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75039.606,0.9850180983093114,0.014981901690688516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
83,12966.645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12966.645,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
88,11667.585,7946.995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19614.579999999998,0.5948424590279272,0.40515754097207285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
89,31160.138,15359.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46519.398,0.6698310670314349,0.3301689329685651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
90,54186.901,90052.375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144239.276,0.3756736895989411,0.6243263104010588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
91,61979.644,125921.371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,187901.015,0.3298526301201726,0.6701473698798274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
92,15734.387999999999,13873.809,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29608.197,0.5314199983200598,0.4685800016799402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
93,31497.732,75881.973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107379.705,0.2933304016806528,0.7066695983193472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
94,148119.96000000002,229624.491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,377744.451,0.3921168387990431,0.607883161200957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
95,4853.802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4853.802,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
96,3465.2870000000003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3465.2870000000003,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
99,277292.795,3250.966,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,280543.761,0.9884119112525905,0.011588088747409356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
100,484466.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,484466.44,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
101,256397.756,139834.969,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,396232.725,0.6470887935871527,0.35291120641284746,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
102,207394.476,124738.35800000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,332132.83400000003,0.6244323197507174,0.37556768024928244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
103,162519.87900000002,131267.945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,293787.824,0.5531879326625871,0.44681206733741285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
104,0,81235.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81235.23,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
105,0,6451.555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6451.555,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
106,0,2598.9990000000003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2598.9990000000003,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
107,0,2569.667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2569.667,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
108,0,6277.404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6277.404,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
109,0,4236.4439999999995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4236.4439999999995,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
110,18025.718,76682.966,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94708.68400000001,0.19032803792311168,0.8096719620768883,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
111,22594.461,66816.439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89410.9,0.25270365246295473,0.7472963475370453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
112,5156.959,7485.472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12642.431,0.40790881120885686,0.5920911887911431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
115,0,10368.102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10368.102,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
116,0,108619.86499999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108619.86499999999,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
117,9020.692,176972.685,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,185993.377,0.048500071053605306,0.9514999289463947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
118,35715.746,94806.033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130521.779,0.27363821021777524,0.7263617897822248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
119,34496.152,14727.270999999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49223.423,0.7008076622383616,0.29919233776163834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
120,10266.523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10266.523,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
127,12144.697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12144.697,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
128,16238.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16238.32,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
129,212284.869,134528.371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,346813.24,0.6121013978589745,0.38789860214102556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
130,420100.793,98493.175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,518593.968,0.8100765124981169,0.18992348750188318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
131,523536.305,47105.414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,570641.719,0.9174518573886463,0.08254814261135365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
132,609508.29,291.869,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,609800.159,0.9995213694262091,4.7863057379097867e-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
133,639007.729,146183.444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,785191.1730000001,0.8138243920375808,0.18617560796241908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
134,410574.343,9572.063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,420146.406,0.9772173155278638,0.022782684472136123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
135,132414.435,652776.738,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,785191.173,0.16863973966248344,0.8313602603375166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
136,0,117889.701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117889.701,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
137,0,113539.424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113539.424,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
138,0,5466.215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5466.215,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
145,13152.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13152.64,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
146,25367.093,2280.408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27647.501,0.9175184766247048,0.0824815233752953,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
